text,text_preprocessed,LEN
"[[La]] mayor parte de las enfermeras que trabajan ya en los hospitales tienen solamente algunos años del entrenamiento, algo [[son]] incluso graduados frescos.",La mayor parte de las enfermeras que trabajan ya en los hospitales tienen solamente algunos años del entrenamiento algo son incluso graduados frescos,23
"[[A]] pesar de que el [[país]] produce a millares de enfermeras anualmente, el volumen de ventas sigue siendo alto con uniforme algunos graduados frescos que trabajan para solamente un promedio de 1-2 años antes de ir al extranjero.",A pesar de que el país produce a millares de enfermeras anualmente el volumen de ventas sigue siendo alto con uniforme algunos graduados frescos que trabajan para solamente un promedio de años antes de ir al extranjero,37
es el centro del país de la educación afuera de [[metro [[Manila]]]].,es el centro del país de la educación afuera de metro_Manila,11
"Tiene actualmente nueve universidades grandes cada uno con un número de ramas del campus a través del metro, y más que una docena otras escuelas y universidades que se especializan en varios cursos tales como medicina, ingeniería, los cursos náuticos, oficio de enfermera, ley, computadora y [[ÉL]], etc.",Tiene actualmente nueve universidades grandes cada uno con un número de ramas del campus a través del metro y más que una docena otras escuelas y universidades que se especializan en varios cursos tales como medicina ingeniería los cursos náuticos oficio de enfermera ley computadora y ÉL etc,48
Entre estas escuelas es [[universidad de la universidad de [[Filipinas]] [[Cebú]]]] ([[U.P.,Entre estas escuelas es universidad_de_la_universidad_de_Filipinas Cebú UP,7
[[Cebú]]]]) -- un rama de la universidad de las [[Filipinas]] (sistema de U.P.),Cebú un rama de la universidad de las Filipinas,9
Está situada en el districto de Lahug en la ciudad de [[Cebú]].,Está situada en el districto de Lahug en la ciudad de Cebú,12
"Su universidad más nueva, [[University] de los doctores] (antes College de [[Cebú]] de [[Cebú]] de los doctores) fue elevada al estado de la universidad en noviembre de 2004.",Su universidad más nueva University de los doctores fue elevada al estado de la universidad en noviembre de,18
Es el primer y solamente la universidad médica en las [[Filipinas]] y está construyendo actualmente un edificio principal del nueve-cuento en el Boardwalk de [[Cebú]] en cerca [[ciudad de [[Mandaue]]]].,Es el primer y solamente la universidad médica en las Filipinas y está construyendo actualmente un edificio principal del nuevecuento en el Boardwalk de Cebú en cerca ciudad de Mandaue,30
Muchos estudiantes extranjeros también vienen a la ciudad de [[Cebú]] estudiar puesto que la educación es relativamente más barata aquí.,Muchos estudiantes extranjeros también vienen a la ciudad de Cebú estudiar puesto que la educación es relativamente más barata aquí,20
[[La]] mayor parte de son iraníes y Nepalese que vienen estudiar la odontología y la medicina.,La mayor parte de son iraníes y Nepalese que vienen estudiar la odontología y la medicina,16
"Estos últimos años, muchos coreanos han venido a [[Cebú]] estudiar inglés.",Estos últimos años muchos coreanos han venido a Cebú estudiar inglés,11
"La ciudad de [[Cebú]] tiene 68 escuelas primarias públicas, 23 High Schools secundarias nacionales y 28 High Schools secundarias de la noche.",La ciudad de Cebú tiene escuelas primarias públicas High Schools secundarias nacionales y High Schools secundarias de la noche,19
La ciudad tiene a [[tarifa de la instrucción]] de el 97%.,La ciudad tiene a tarifa_de_la_instrucción de el,7
[[La]] inserción demuestra el hotel de la ciudad de Cebú de la línea de costa y el centro de convención cuál fue construido para el foro 1998 del turismo de la Asociación de Naciones del c@sureste Asiático.]],La inserción demuestra el hotel de la ciudad de Cebú de la línea de costa y el centro de convención cuál fue construido para el foro del turismo de la Asociación de Naciones del csureste Asiático,36
El turismo continúa contribuyendo mucho a la economía local no apenas de la ciudad sí mismo pero de la provincia entera y debido a esto la ciudad recibida el foro 1998 del turismo de la Asociación de Naciones del c@sureste Asiático ([[ATF]]).,El turismo continúa contribuyendo mucho a la economía local no apenas de la ciudad sí mismo pero de la provincia entera y debido a esto la ciudad recibida el foro del turismo de la Asociación de Naciones del csureste Asiático,40
La ciudad también recibió el [[foro]] asiático del este del turismo (EATOF) en agosto de 2002 en cuál es un miembro y signatario la provincia de Cebú.,La ciudad también recibió el foro asiático del este del turismo en agosto de en cuál es un miembro y signatario la provincia de Cebú,25
"Hay un número de establecimientos comerciales en la ciudad, el más popular de cuáles son las alamedas de centro de la ciudad y [[de Ayala]] del [[SM]].",Hay un número de establecimientos comerciales en la ciudad el más popular de cuáles son las alamedas de centro de la ciudad y de_Ayala del SM,26
Hay también otras alamedas [[más]] pequeñas y almacenes grandes independientes.,Hay también otras alamedas más pequeñas y almacenes grandes independientes,10
"[[A]] través de los años sin embargo, el establecimiento de las “alamedas de la tira” que ofrece una cierta clase de un ambiente del centro de ciudad se ha convertido en la tendencia.",A través de los años sin embargo el establecimiento de las “ alamedas de la tira ” que ofrece una cierta clase de un ambiente del centro de ciudad se ha convertido en la tendencia,35
"[[A]] pesar de la presencia de tales establecimientos, el centro de la ciudad todavía sigue siendo el nervio de la actividad comercial en la ciudad.",A pesar de la presencia de tales establecimientos el centro de la ciudad todavía sigue siendo el nervio de la actividad comercial en la ciudad,25
Localizan al [[Basilica Minore del Santo Niño]] y [[la catedral]] metropolitana también allí.,Localizan al Basilica_Minore_del_Santo_Niño y la catedral metropolitana también allí,9
[[Categoría:[[Wikipedia]]:Fichas|]] [[category:Las ciudades na [[Filipinas]]]],CategoríaWikipediaFichas categoryLas ciudades na Filipinas,5
[[Sandra Roelofs]] es un politico.,Sandra_Roelofs es un politico,4
Buenavista esta dividida politicamente na 37 [[barangay]],Buenavista esta dividida politicamente na barangay,6
El DXOX ([[DXSC 819]] [[AM]]) [[ACI News Radyo Zamboanga]] el us [[AM]] estasyon en [[Audiovisual Communicators Inc.]],El DXOX ACI_News_Radyo_Zamboanga el us AM estasyon en Audiovisual Communicators Inc,11
"Toronto es un ciudad del [[Canada]], tiene un populacion de 2 731 571 maga gente ([[2016]]).",Toronto es un ciudad del Canada tiene un populacion de maga gente,12
Su capital ay [[Boston]].,Su capital ay Boston,4
"Freddie Mercury (Farrokh Bulsara; guyaratí: ફરોખ બલ્સારા‌, Pharōkh Balsārā‌;5 de Septiembre, 1946 – 24 de Noviembre , 1991) ay un cantante,compositor y músico británico de origen parsi e indio,conocido por haber sido el fundador y vocalista de la banda de rock [[Queen]].",Freddie Mercury ay un cantantecompositor y músico británico de origen parsi e indioconocido por haber sido el fundador y vocalista de la banda de rock Queen,26
"Con su maga frontieras con [[Tennessee]], Carolina del Norte, [[Florida]] y [[Alabama]].",Con su maga frontieras con Tennessee Carolina del Norte Florida y Alabama,12
Su capital ay [[Atlanta]].,Su capital ay Atlanta,4
Pakistan ay un republica en [[Asia]].,Pakistan ay un republica en Asia,6
Pakistan es ya creado de parte [[India]]e despues el 'revolution pacifico' de Mahatmae Gandhi contra el Britannia que ahora regla de India.,Pakistan es ya creado de parte Indiae despues el revolution pacifico de Mahatmae Gandhi contra el Britannia que ahora regla de India,22
"Zámoly es un baryu del provincia de Fejér, na [[Hungría]].",Zámoly es un baryu del provincia de Fejér na Hungría,10
Abjasia es un nación dentro de [[Georgia]] con Sujumi como su capital.,Abjasia es un nación dentro de Georgia con Sujumi como su capital,12
"Budka Suflera es un grupo musical polaca en Lublin de rock que ay fundá en [[1974]] por Krzysztof Cugowski, Romuald Lipko, Tomasz Zeliszewski, Łukasz Pilch y Mirosław Stępień.",Budka Suflera es un grupo musical polaca en Lublin de rock que ay fundá en por Krzysztof Cugowski Romuald Lipko Tomasz Zeliszewski Łukasz Pilch y Mirosław Stępień,27
"Si Iósif Vissariónocih Dzhugashvili, nacido el 18 de diciembre 1878 na Gori y fallecido en [[Moscow]] el 5 de marzo [[1953]], es un dictador soviético, partido comunista de la Unión Soviética entre 1922 y 1952.",Si Iósif Vissariónocih Dzhugashvili nacido el de diciembre na Gori y fallecido en Moscow el de marzo es un dictador soviético partido comunista de la Unión Soviética entre y,29
"Socrates ([[Atenas]], c. 470 - 399 BC), fue un filósofo griego.",Socrates fue un filósofo griego,5
"Mongolia (Монгол Улс, ""Mongol Uls"") es un pais na [[Asia]] con las sus maga frontieras ay con [[Rusia]] al norte y con [[China]] al sur.",Mongolia es un pais na Asia con las sus maga frontieras ay con Rusia al norte y con China al sur,21
"Guinea Ecuatorial (""República de Guinea Ecuatorial"", ""République de Guinée Équatoriale"", ""República da Guiné Equatorial"") es un pais de Africa central con las sus maga frontieras ay con [[Camerún]] en el norte, [[Gabón]] en el sur y el golfo de [[Guinea]] al oeste, donde las islas de [[Santo Tomé y Príncipe]] se ubican al suroeste.",Guinea Ecuatorial es un pais de Africa central con las sus maga frontieras ay con Camerún en el norte Gabón en el sur y el golfo de Guinea al oeste donde las islas de Santo Tomé y Príncipe se ubican al suroeste,42
El [[calendario]] gregoriano es el calendario que se utiliza na la mayor parte del mundo occidental.,El calendario gregoriano es el calendario que se utiliza na la mayor parte del mundo occidental,16
"El duración del año juliano ay exactamente 365.25 días, pero el tiempo real que tarda la Tierra en dar la vuelta al [[Sol]] una vez está más cerca de 365.2425 días, 365 y 6 horas.",El duración del año juliano ay exactamente días pero el tiempo real que tarda la Tierra en dar la vuelta al Sol una vez está más cerca de días y horas,31
Edward Moss (ta nacida el 11 de July de [[1977]]) es una actor es estadounidense.,Edward Moss es una actor es estadounidense,7
El Osorno es un ciudad del [[Chile]] con un populacion de 145.475 gente (est.,El Osorno es un ciudad del Chile con un populacion de gente est,13
Lugo ay una ciudad del provincia de Lugo na el comunidad autonoma de Galicia na [[España]].,Lugo ay una ciudad del provincia de Lugo na el comunidad autonoma de Galicia na España,16
Esperanto es un artificial lenguaje inventada por [[L. L. Zamenhof]] na 1887.,Esperanto es un artificial lenguaje inventada por L_L_Zamenhof na,9
Ahora Esperanto es el lenguaje artificial mas hablado na [[el mundo]].,Ahora Esperanto es el lenguaje artificial mas hablado na el_mundo,10
"a b c ĉ d e f g ĝ h ĥ i j ĵ k l m n o p r s ŝ t u ŭ v z En Esperanto, Maga sustantivo acaba [[con]] -o. Maga verbo acaba [[con]] -i (infinitivo).",a b c ĉ d e f g ĝ h ĥ i j ĵ k l m n o p r s ŝ t u ŭ v z En Esperanto Maga sustantivo acaba con o Maga verbo acaba con i,40
"Maga adjetivo acaba [[con]] -a. Maga sustantivo en Esperanto ta declina na este modo- Maga ejemplo- [[Mi]] havas hundo (Yo ta tene un perro) [[Mi]] havas hundoj (Yo ta tene maga perro) [[Mi]] vidas la hundon (Yo ta mira el perro) (Aki, hundo es objeto, entonces, el cambia a hundon) [[Mi]] vidas la hundojn (Yo ta mira el maga perro)  Maga verbo declina na este modo-  Maga verbo no cambia por cada pronombre.",Maga adjetivo acaba con a Maga sustantivo en Esperanto ta declina na este modo Maga ejemplo Mi havas hundo Mi havas hundoj Mi vidas la hundon Mi vidas la hundojn Maga verbo declina na este modo Maga verbo no cambia por cada pronombre,43
"Paraguarí es el capital y el ciudad mas grande del departamento de [[Paraguarí]], del nacion de [[Paraguay]].",Paraguarí es el capital y el ciudad mas grande del departamento de Paraguarí del nacion de Paraguay,17
[[Davit Bakradze]] es un georgiano politico.,Davit_Bakradze es un georgiano politico,5
"Si Vano Merabishvili (ივანე ""ვანო"" მერაბიშვილი; 15 de Abril de 1968) amo un politico de [[Georgia]].",Si Vano Merabishvili amo un politico de Georgia,8
Prime minister ele del [[Georgia]] desde 4 de Julio hasta 25 de Octubre 2012.,Prime minister ele del Georgia desde de Julio hasta de Octubre,11
"Siria (الجمهورية العربية السورية, ""Al-Ŷumhūriyya Al-`Arabiyya As-Sūriyya"") es un pais na [[Asia]] con las sus maga frontieras ay con [[Turquía]], [[Iraq]], [[Israel]], [[Jordania]], [[Líbano]], y el mar Mediterraneo.",Siria es un pais na Asia con las sus maga frontieras ay con Turquía Iraq Israel Jordania Líbano y el mar Mediterraneo,22
"My kind of Christmas es un ""álbum"" navideño de la cantante pop [[Christina Aguilera]], lanzado mundialmente en octubre del [[2000]].",My kind of Christmas es un álbum navideño de la cantante pop Christina_Aguilera lanzado mundialmente en octubre del,18
"""My kind of Christmas"" recibió a principios del [[2001]] en los Estados Unidos la certificación de disco de platino al haber vendido más de un millón de copias.",My kind of Christmas recibió a principios del en los Estados Unidos la certificación de disco de platino al haber vendido más de un millón de copias,27
El Emiratos Unidos del Arabo en [[Chavacano]] (e.g.,El Emiratos Unidos del Arabo en Chavacano eg,8
"Fiesta del [[Ciudad de Cavite]] Por Flora del Rosario [[A]] las cinco de la mañana el campana ta repica, Mientras el banda de musico ta voltea.",Fiesta del Ciudad_de_Cavite Por Flora del Rosario A las cinco de la mañana el campana ta repica Mientras el banda de musico ta voltea,24
"Alegre tambien ilos na parque ta pasea,  y ta gusta todo nisos comida; [[Como]] el morcon, lechon, embotido y relleno degallina, [[Asi]] tambien el delicioso ensalada de frutas, leche flan, ube,pastel, y otro pa. Por la noche, [[mas]] mucho ta alumbra,  pero losde mas jovenes na tio vivo ta embarca.",Alegre tambien ilos na parque ta pasea y ta gusta todo nisos comida Como el morcon lechon embotido y relleno degallina Asi tambien el delicioso ensalada de frutas leche flan ubepastel y otro pa Por la noche mas mucho ta alumbra pero losde mas jovenes na tio vivo ta embarca,50
El Valdivia es un maga ciudad del [[Chile]] con un populacion de 140.559 gente ([[2002]]).,El Valdivia es un maga ciudad del Chile con un populacion de gente,13
Fue un ciudad donde un terremoto ya destrui na Valdivia na 22 de mayo de [[1960]].,Fue un ciudad donde un terremoto ya destrui na Valdivia na de mayo de,14
"Mazamitla (""La Capital de la Montaña""), es un municipio y población del estado de Jalisco, [[México]].",Mazamitla es un municipio y población del estado de Jalisco México,11
"La palabra Mazamitla proviene del náhuatl, es la unión de los vocablos ""mazatl"" (venado), ""mitl "" (flecha) y ""tlan"" (lugar); su significado se ha interpretado de maneras diferentes: ""[[Lugar]] Donde se Cazan los Venados con Flechas""; """"[[Lugar]] de Flecheros Cazadores de Venados; y ""lugar Donde se Hacen Flechas para Cazar Venados"".",La palabra Mazamitla proviene del náhuatl es la unión de los vocablos mazatl mitl y tlan su significado se ha interpretado de maneras diferentes Lugar Donde se Cazan los Venados con Flechas Lugar de Flecheros Cazadores de Venados y lugar Donde se Hacen Flechas para Cazar Venados,47
"Sus recursos hidrológicos los constituyen los ríos: De la Pasión, Gómez, [[Los Cazos]], Ponche Grande y media Luna; los arroyos, El Salto, Barranca Verde, [[El Ruido]], Cuate, [[Barranca, Los Puentes]] y La Cuesta; los manantiales, Barranca los Hoyos, Paso Blanco, La Pasión y Boca de Tinieblas.",Sus recursos hidrológicos los constituyen los ríos De la Pasión Gómez Los_Cazos Ponche Grande y media Luna los arroyos El Salto Barranca Verde El Ruido Cuate Barranca Los Puentes y La Cuesta los manantiales Barranca los Hoyos Paso Blanco La Pasión y Boca de Tinieblas,45
[[La]] transportación se efectúa a través de la [[carretera]] [[Guadalajara]]-[[Tuxcueca]]-Mazamitla.,La transportación se efectúa a través de la carretera GuadalajaraTuxcuecaMazamitla,10
"La transportación terrestre foránea se lleva a cabo en autobuses públicos, los más importantes son: Autobuses [[Valle de Juárez]], Autobuses de [[Occidente]], Autobuses Flecha Amarilla, Autobuses Sur de [[Jalisco]], Transportes [[Mazamitla]] y Autobuses Tamazula.",La transportación terrestre foránea se lleva a cabo en autobuses públicos los más importantes son Autobuses Valle_de_Juárez Autobuses de Occidente Autobuses Flecha Amarilla Autobuses Sur de Jalisco Transportes Mazamitla y Autobuses Tamazula,32
"El presidente municipal es Eduardo Anaya Ruán militante del PRI, el cual fue elegido en las elecciones del 2 de julio del [[2006]].",El presidente municipal es Eduardo Anaya Ruán militante del PRI el cual fue elegido en las elecciones del de julio del,21
"El municipio cuenta con 58 localidades, las más importantes: Mazamitla (cabecera municipal), La Cofradía, [[Corral Falso]], Epenche [[Grande]], [[Epeche Chico]], Bragadita, Puerto de Cuevas, Puente del [[Zapatero]], Tienda Nueva, [[La Huevera]], Estacada, Paixtle, [[Paso de los Arrieros]], Humo y Puerto de Cuevas.",El municipio cuenta con localidades las más importantes Mazamitla La Cofradía Corral_Falso Epenche Grande Epeche Chico Bragadita Puerto de Cuevas Puente del Zapatero Tienda Nueva La Huevera Estacada Paixtle Paso de los Arrieros Humo y Puerto de Cuevas,38
"Según el historiador Ambeth Ocampo, si [[José Rizal]] el primero que ya llamá con el magá habitante nativo como ""magá Filipino"".",Según el historiador Ambeth Ocampo si José_Rizal el primero que ya llamá con el magá habitante nativo como magá Filipino,20
"Coloquialmente puede ta referí el magá [[Filipino]] na de ellos mismo como magá Pinoy (feminina: ""magá Pinay"").",Coloquialmente puede ta referí el magá Filipino na de ellos mismo como magá Pinoy,14
El vocablo ay inventado del magá expatriado [[Filipino]]-Americano durante el década 1920 y más tarde na ay adoptá por el magá [[Filipino]] na [[Filipinas]] mismo.,El vocablo ay inventado del magá expatriado FilipinoAmericano durante el década y más tarde na ay adoptá por el magá Filipino na Filipinas mismo,24
El mayor parte del población de las [[Filipinas]] amo maga joven de edad inferior de 30 año.,El mayor parte del población de las Filipinas amo maga joven de edad inferior de año,16
Las [[Filipinas]] amo uno del maga más diverso país na mundo en terminos de etnicidad.,Las Filipinas amo uno del maga más diverso país na mundo en terminos de etnicidad,15
"Rusia (na russo – ""Российская Федерация"") es un pais de [[Europa]], situado al este de [[Europa]].",Rusia es un pais de Europa situado al este de Europa,11
"Las sus maga frontieras ay con [[Noruega]], [[Finlandia]], [[Estonia]], [[Letonia]], [[Lituania]], [[Polonia]], [[Bielorusia]], Ukraina, [[Georgia]], Azerbadjan, Kazakistan, Kina, [[Mongolia]] i Korea del Norte.",Las sus maga frontieras ay con Noruega Finlandia Estonia Letonia Lituania Polonia Bielorusia Ukraina Georgia Azerbadjan Kazakistan Kina Mongolia i Korea del Norte,23
"La capital y siudad mas importante es [[Moscow]], con un poblacion de 10.1 milyones.",La capital y siudad mas importante es Moscow con un poblacion de milyones,13
"El Šiprage (Шипраге) amo el pueblo del Bosnia y Herzegovina, Sudeste [[Europa]].",El Šiprage amo el pueblo del Bosnia y Herzegovina Sudeste Europa,11
"Mi reflejo es el primer álbum en español de la cantante estadounidense [[Christina Aguilera]] lanzado durante el mes de septiembre del [[2000]] en Estados Unidos, Latinoamérica, [[España]] y algunos países de [[Europa]].",Mi reflejo es el primer álbum en español de la cantante estadounidense Christina_Aguilera lanzado durante el mes de septiembre del en Estados Unidos Latinoamérica España y algunos países de Europa,30
"Chequia (""Česká republika"") es un pais na [[Europa]] con las sus maga frontieras ay con [[Alemania]] el oeste, con [[Austria]] el sur, con [[Eslovaquia]] el este y con [[Polonia]] el norte.",Chequia es un pais na Europa con las sus maga frontieras ay con Alemania el oeste con Austria el sur con Eslovaquia el este y con Polonia el norte,29
Cursó estudios primarios en el Grupo Escolar Julián Pino de [[Sabaneta (Barinas]]).,Cursó estudios primarios en el Grupo Escolar Julián Pino de Sabaneta,11
"[[La]] secundaria en el Liceo Daniel Florencio [[O' Leary]], graduándose de Bachiller en Ciencias.",La secundaria en el Liceo Daniel Florencio O Leary graduándose de Bachiller en Ciencias,14
"Los estudios superiores los realiza en la [[Academia Militar de Venezuela]], de donde egresa, con el grado de Subteniente el 5 de julio de 1975.",Los estudios superiores los realiza en la Academia_Militar_de_Venezuela de donde egresa con el grado de Subteniente el de julio de,20
"Llevó a cabo los siguientes cursos militares: Curso Básico de Comunicación, Escuela de Comunicación y Electrónica de las [[Fuerzas Armadas]], año 1975; ocupó el tercer lugar entre 25 alumnos.",Llevó a cabo los siguientes cursos militares Curso Básico de Comunicación Escuela de Comunicación y Electrónica de las Fuerzas_Armadas año ocupó el tercer lugar entre alumnos,26
"También participó en el Curso Internacional de Guerras Políticas, en [[Guatemala]], 1988.",También participó en el Curso Internacional de Guerras Políticas en Guatemala,11
"Maestría en Ciencias Políticas en la [[Universidad Simón Bolívar]], años 1989-90, con la tesis pendiente.",Maestría en Ciencias Políticas en la Universidad_Simón_Bolívar años con la tesis pendiente,12
"Campeonatos de béisbol y sofbol con los Criollitos de [[Venezuela]] (1969), el [[Campeonato Nacional]] de Béisbol, en [[Barinas]] (1976), Béisbol Militar en [[Cumaná]] (1977), Sofbol Militar en [[República Dominicana]] (1980), Liga Universitaria en [[Caracas]] (1984-85).",Campeonatos de béisbol y sofbol con los Criollitos de Venezuela el Campeonato Nacional de Béisbol en Barinas Béisbol Militar en Cumaná Sofbol Militar en República Dominicana Liga Universitaria en Caracas,30
"Fue Presidente de las Fiestas Patronales de Elorza, [[Edo]].",Fue Presidente de las Fiestas Patronales de Elorza Edo,9
"""Vuelvan Caras"" (enviado a El Nacional), ""[[Mauricio]]"", ""El Genio y el Centauro"" (obra teatral que ganó el tercer premio de Teatro Histórico Nacional) en Cañafístola, 1987.",Vuelvan Caras Mauricio El Genio y el Centauro en Cañafístola,10
"Fallecido Felipe Acosta Carles, quien fuera uno de los fundadores del [[MBR-200]].",Fallecido Felipe Acosta Carles quien fuera uno de los fundadores del MBR,12
Es coautor del [[Proyecto]] de Gobierno de Transición para el 4 de febrero (1991).,Es coautor del Proyecto de Gobierno de Transición para el de febrero,12
Autor del [[Ante]]-[[proyecto]] [[Nacional]] [[Simón Bolívar]] (1991).,Autor del Anteproyecto Nacional Simón Bolívar,6
"Comandante de la Operación Militar [[Ezequiel Zamora]], Rebelión Militar del 4 de febrero (1992).",Comandante de la Operación Militar Ezequiel_Zamora Rebelión Militar del de febrero,11
"Co-autor de la propuesta ""Cómo salir del Laberinto"", hecho en la [[Cárcel de Yare]] (1992).",Coautor de la propuesta Cómo salir del Laberinto hecho en la Cárcel_de_Yare,12
Actualmente ocupa los siguientes cargos: Director General del [[MBR-200]]; Director General del [[MVR]].,Actualmente ocupa los siguientes cargos Director General del MBR Director General del MVR,13
"Ha recibido diversas condecoraciones: Estrella de Carabobo, [[Cruz de las Fuerzas Terrestres]], [[Orden]] Militar [[Francisco de Miranda, Orden]] Militar [[Rafael Urdaneta]], [[Orden]] Militar [[Libertador]] V Clase.",Ha recibido diversas condecoraciones Estrella de Carabobo Cruz_de_las_Fuerzas_Terrestres Orden Militar Francisco de Miranda Orden Militar Rafael Urdaneta Orden Militar Libertador V Clase,22
"En las [[Fuerzas Armadas]] Nacionales ha ocupado variados cargos: Comandante del Pelotón de Comunicaciones, Batallón de Cazadores Cedeño, [[Barinas]]/Cumaná, 1975-77.",En las Fuerzas_Armadas Nacionales ha ocupado variados cargos Comandante del Pelotón de Comunicaciones Batallón de Cazadores Cedeño BarinasCumaná,18
"Comandante de Compañía y Jefe del [[Departamento de Educación]] Física en la [[Academia Militar de Venezuela]], 1980-81.",Comandante de Compañía y Jefe del Departamento_de_Educación Física en la Academia Militar de Venezuela,14
"Comandante Fundador de la Compañía [[José Antonio Páez]], Curso Militar, [[Academia Militar de Venezuela]], 1983-84.",Comandante Fundador de la Compañía José_Antonio_Páez Curso Militar Academia Militar de Venezuela,12
"Comandante del Escuadrón de [[Caballería]] Francisco Farfán, Elorza ([[Apure]], 1985-86).",Comandante del Escuadrón de Caballería Francisco Farfán Elorza,8
"Comandante Fundador del Nucleo Cívico-Militar del Desarrollo Fronterizo [[Arauca]]-Meta, 1986-87-88.",Comandante Fundador del Nucleo CívicoMilitar del Desarrollo Fronterizo AraucaMeta,9
"Jefe de Ayudantía del [[Consejo Nacional]] de Seguridad y Defensa, [[Palacio Blanco]], Miraflores, 1988-89.",Jefe de Ayudantía del Consejo_Nacional de Seguridad y Defensa Palacio Blanco Miraflores,12
"Comandante del Batallón de Paracaidistas Coronel [[Antonio Nicolás Briceño]], Cuartel Paéz, Maracay, desde 1991 hasta el 4 de febrero de 1992.",Comandante del Batallón de Paracaidistas Coronel Antonio_Nicolás_Briceño Cuartel Paéz Maracay desde hasta el de febrero de,16
"En diciembre de 1998, Hugo Chávez gana la presidencia de la República y en febrero de 1999 asume la primera magistratura y promete realizar una Asamblea Constituyente para redactar una nueva Constitución que estuviere acorde a estos tiempos, de hecho se realizo y puso su cargo a la orden del órgano Supraconstitucional (todo esto bajo un régimen de paz y Democracia), el 9 de agosto de ese mismo año La Asamblea Nacional Constituyente le vuelve a tomar juramento como primer Mandatario de la República de [[Venezuela]].",En diciembre de Hugo Chávez gana la presidencia de la República y en febrero de asume la primera magistratura y promete realizar una Asamblea Constituyente para redactar una nueva Constitución que estuviere acorde a estos tiempos de hecho se realizo y puso su cargo a la orden del órgano Supraconstitucional el de agosto de ese mismo año La Asamblea Nacional Constituyente le vuelve a tomar juramento como primer Mandatario de la República de Venezuela,74
"En diciembre de este mismo año (1999) el día 15 el pueblo venezolano va a un referéndum para decidir si se aprueba la nueva Constitución Bolivariana de [[Venezuela]], votando el pueblo a favor de esta.",En diciembre de este mismo año el día el pueblo venezolano va a un referéndum para decidir si se aprueba la nueva Constitución Bolivariana de Venezuela votando el pueblo a favor de esta,33
[[Y]] quedando publicada en [[Gaceta Oficial]] el 30 de Diciembre de 1999.,Y quedando publicada en Gaceta Oficial el de Diciembre de,10
"En la tarde del martes 5 de marzo de 2013, a las 4:25 p.m ([[UTC −4:30]]), el vicepresidente de [[Venezuela]] [[Nicolás Maduro]], anunció el fallecimiento 107 de [[Hugo Chávez Frías]] por medio de una cadena nacional de radio y televisión.",En la tarde del martes de marzo de a las pm el vicepresidente de Venezuela Nicolás Maduro anunció el fallecimiento de Hugo Chávez Frías por medio de una cadena nacional de radio y televisión,34
"El maga banda ya forma del año 1989, na ciudá de [[Madrid]], por Txus di Fellatio.",El maga banda ya forma del año na ciudá de Madrid por Txus di Fellatio,15
"Su primero de el banda ya se llama ""[[Transilvania]]"".",Su primero de el banda ya se llama Transilvania,9
"[[Pero]] pronto ya cambia el nombre del banda al presente ""[[Mägo de Oz]]"".",Pero pronto ya cambia el nombre del banda al presente Mägo de Oz,13
"Según [[Txus]] ya cuenta que el película del mismo nombre ""El [[Mago de Oz]]"", ya lo inspira pal ese nombre.",Según Txus ya cuenta que el película del mismo nombre El Mago de Oz ya lo inspira pal ese nombre,20
"José Andrëa, vocalista Carlitos, solista guitarra Frank, rítmica guitarra Peri, bajo Mohamed, violín [[Fernando Ponce de León]], flauta [[Txus di Fellatio]], batería Los maga anteriores miembros.",José Andrëa vocalista Carlitos solista guitarra Frank rítmica guitarra Peri bajo Mohamed violín Fernando_Ponce_de_León flauta Txus di Fellatio batería Los maga anteriores miembros,23
"Sri Lanka (ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය, ""Sri Lankā Prajathanthrika Samajavadi Janarajaya"", இலங்கை ஜனநாயக சோசலிச குடியரசு, ""Ilaṅkai caṉanāyaka cōṣalisak Kuṭiyarasu"") es un pais insular de [[Asia]].",Sri Lanka es un pais insular de Asia,8
"Sin embargo, durante la década de 1970, la anglófona [[Toronto]] le arrebató el puesto de capital financiera e industrial del país.",Sin embargo durante la década de la anglófona Toronto le arrebató el puesto de capital financiera e industrial del país,20
"En [[2001]], los 27 municipios de la isla de Montreal fueron fusionados con la ciudad de Montreal.",En los municipios de la isla de Montreal fueron fusionados con la ciudad de Montreal,15
"En [[2004]], tras los resultados de un referéndum, 15 de estos municipios nuevamente volvieron a ser ciudades independientes.",En tras los resultados de un referéndum de estos municipios nuevamente volvieron a ser ciudades independientes,16
"Debido a que oyó rumores en una aldea iroquesa, donde actualmente está localizada la ciudad de Quebec, de que existía [[oro]] en la Isla de Montreal, e impedido de continuar su explotación río arriba dadas las Cataratas de Lachine (geográficamente al sur de Montreal), Cartier, exploró la isla, avistando una aldea iroquesa, Hochelaga, donde vivían aproximadamente mil nativos.",Debido a que oyó rumores en una aldea iroquesa donde actualmente está localizada la ciudad de Quebec de que existía oro en la Isla de Montreal e impedido de continuar su explotación río arriba dadas las Cataratas de Lachine Cartier exploró la isla avistando una aldea iroquesa Hochelaga donde vivían aproximadamente mil nativos,53
"A comienzos del siglo XIX, Montreal tenía aproximadamente 9.000 habitantes, cuando los inmigrantes venidos de [[Escocia]] comenzaron a instalarse en la ciudad.",A comienzos del siglo XIX Montreal tenía aproximadamente habitantes cuando los inmigrantes venidos de Escocia comenzaron a instalarse en la ciudad,21
