Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['Fernando', 'Allende', ';', 'ki', 'fèt', '10', 'novanm', '1952', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktè', 'meksiken', '.']	[11]	Meksik	Q96	[17]	meksiken	Q1209676	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cordoue	Q81972	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Diego', 'Ramos', ',', 'ki', 'fèt', '29', 'novanm', '1972', 'nan', 'Bwènozè', '(', 'Ajantin', ')', ',', 'se', 'yon', 'aktè', 'ajanten', '.']	[9]	Bwènozè	Q1486	[11]	Ajantin	Q414	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
[' ', 'henry', 'yves', 'meus', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[6]	atis	Q483501	[9]	pent	Q1028181	P279
['Langston', 'Hughes', ',', 'ki', 'fèt', 'sou', '1e', 'fevriye', '1902', 'epi', 'ki', 'mouri', 'sou', '22', 'me', '1967', '}', '}', ')', 'se', 'yon', 'powèt', ',', 'ekriven', ',', 'dramaturge', 'et', 'éditorialiste', 'ameriken', '.']	[21]	powèt	Q49757	[23]	ekriven	Q36180	P279
['Hurt', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Kim', 'Ha', '-', 'neul', ',', '(', 'koreyen', ':', '김하늘', ')', ',', 'ki', 'fèt', '21', 'fevriye', '1978', 'nan', 'Seoul', '(', 'Kore', 'disid', ')', ',', 'se', 'yon', 'aktris', 'ak', 'mannken', 'sid', '-', 'koreyèn', '.']	[17]	Seoul	Q8684	[19, 20]	Kore disid	Q884	P36
['Cayuse', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Calixtes', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[3]	atis	Q483501	[6]	pent	Q1028181	P279
['Alain', 'Gomis', ',', 'ki', 'fèt', '6', 'mas', '1972', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'senaris', 'ak', 'reyalizatè', 'franse', '-', 'senegalè', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Jaén	Q95025	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cadix', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cadix	Q81978	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cadix', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Li', 'se', 'yon', 'atis', ',', 'mizisyen', 'kreyòl', '.']	[3]	atis	Q483501	[5]	mizisyen	Q639669	P279
['Paisley', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cadix', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cadix	Q81978	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cadix', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Jaén	Q95025	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Apre', 'etid', 'li', ',', 'li', 'vin', 'ap', 'travay', 'kòm', 'enjenyè', 'nan', 'yon', 'wout', 'tren', '(', 'metwo', 'nan', 'Pari', ')', 'an', 'Frans', '.']	[17]	Pari	Q90	[20]	Frans	Q142	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Huelva	Q95015	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Taraji', 'Penda', 'Henson', ',', 'ki', 'fèt', '11', 'septanm', '1970', 'nan', 'vil', 'Wachintòn', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'ak', 'fanm', 'ekriven', 'amerikèn', '.']	[11]	Wachintòn	Q61	[13]	Etazini	Q30	P17
['Jacques', 'Laroche', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Elsie', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['  ', 'Estepona', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[7]	Málaga	Q95028	[16]	Espay	Q29	P17
['  ', 'Estepona', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[12]	Andalouzi	Q5783	[16]	Espay	Q29	P17
['Annie', 'Girardot', ',', 'ki', 'fèt', '25', 'oktòb', '1931', 'nan', 'Pari', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '28', 'fevriye', '2011', ',', 'se', 'yon', 'aktris', 'fransèz', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['Stanardsville', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Keno', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
[' ', 'stephen', 'saincilus', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[5]	atis	Q483501	[8]	pent	Q1028181	P279
['  ', 'Starkweather', 'se', 'yon', 'vil', 'nan', 'eta', 'Dakota', 'dinò', ',', 'nan', 'Etazini', '.']	[7, 8]	Dakota dinò	Q1207	[11]	Etazini	Q30	P17
['Vania', 'Alessandra', 'Accinelli', 'Ruiz', ',', 'ki', 'fèt', '20', 'janvye', '1994', 'nan', 'Lima', '(', 'Pewou', ')', ',', 'se', 'yon', 'aktris', 'pewouvyèn', '.']	[11]	Lima	Q2868	[13]	Pewou	Q419	P36
['Suzanne', 'Ellen', 'Rose', 'Alexander', '-', 'Katz', 'y', 'Kaufmann', ',', 'rele', 'Susana', 'Alexander', ',', 'ki', 'fèt', '3', 'jiyè', '1943', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'reyalizatris', ',', 'tradiktris', ',', 'kreyatris', 'ak', 'aktris', 'meksikèn', 'teyat', ',', 'sinema', 'ak', 'televizyon', '.']	[19]	Meksiko	Q1489	[21]	Meksik	Q96	P17
['Julieta', 'Rosen', ',', 'ki', 'fèt', '8', 'novanm', '1962', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktris', 'meksikèn', 'sinema', 'ak', 'televizyon', '.']	[9]	Meksiko	Q1489	[11]	Meksik	Q96	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
"['Nelson', 'Rolihlahla', 'Mandela', ',', 'tribi', 'fanmi', 'Non', '""', 'Madiba', 'a', '""', ',', 'ki', 'te', 'fèt', '18', 'jiyè', '1918', 'nan', 'Mvezo', '(', 'Inyon', 'nan', 'Lafrik', 'di', 'sid', ')', 'se', 'yon', 'politisyen', 'Sid', 'Afriken', '.']"	[8]	Madiba	Q8023	[19]	Mvezo	Q1020378	P19
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cordoue	Q81972	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Meredith', 'Baxter', ',', 'ki', 'fèt', '21', 'jen', '1947', 'nan', 'South', 'Pasadena', ',', 'nan', 'eta', 'Kalifòni', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[14]	Kalifòni	Q99	[16]	Etazini	Q30	P17
['Maurice', 'Failevic', ',', 'ki', 'fèt', 'an', '1933', 'epi', 'ki', 'mouri', '27', 'desanm', '2016', 'nan', 'Pari', ',', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', '.']	[14]	Pari	Q90	[17]	Frans	Q142	P17
['Isam', 'Bachiri', ',', 'ki', 'fèt', '1e', 'out', '1977', 'nan', 'Kopènag', '(', 'Danmak', ')', ',', 'se', 'yon', 'rapè', 'ak', 'konpozitè', 'danwa', ',', 'orijinè', 'Mawokèn', '.']	[9]	Kopènag	Q1748	[11]	Danmak	Q35	P36
['Sou', '25', 'janvye', ',', 'yo', 'te', 'admèt', 'premye', 'ka', 'sispèk', 'nan', 'Kanada', 'nan', 'sant', 'sante', 'Sunnybrook', 'Health', 'Sciences', 'Center', 'nan', 'Toronto', 'epi', 'yo', 'te', 'mete', 'li', 'nan', 'yon', 'chanm', 'presyon', 'negatif', '.']	[11]	Kanada	Q16	[15]	Sunnybrook	Q7640789	P17
['Enfeksyon', 'sispèk', 'pasyan', 'an', 'te', 'etabli', 'apre', 'yon', 'tès', 'rapid', 'nan', 'laboratwa', 'a', 'Toronto', 'nan', 'Sante', 'Piblik', 'Ontario', '.']	[13]	Toronto	Q172	[17]	Ontario	Q1904	P36
[' ', 'Sou', '31', 'janvye', ',', 'twazyèm', 'ka', 'a', 'nan', 'Ontario', '(', 'ak', 'katriyèm', 'ka', 'a', 'nan', 'Kanada', ')', 'te', 'rapòte', 'nan', 'vil', 'Lond', '.']	[9]	Ontario	Q1904	[16]	Kanada	Q16	P17
['Sou', '8', 'mas', ',', 'kat', '(', '4', ')', 'lòt', 'ka', 'te', 'di', 'yo', 'te', 'enpòte', 'soti', 'nan', 'Colorado', ',', 'Wachintòn', ',', 'Lafrans', 'ak', 'Almay', ',', 'yo', 'pote', 'total', 'la', 'a', '32', 'ka', '.']	[21]	Lafrans	Q142	[23]	Almay	Q183	P47
['Pita', 'nan', 'menm', 'jou', 'a', ',', 'yon', 'nonm', 'nan', 'Sudbury', 'ki', 'te', 'asiste', 'konferans', 'Asosyasyon', 'kanadyèn', 'Pwospèktè', 'ak', 'Antreprenè', 'yo', '(', 'PDAC', ')', 'nan', 'Toronto', 'sou', '2', 'ak', '3', 'mas', 'te', 'konfime', 'kòm', '37yèm', 'ka', 'pozitif', 'ak', 'premye', 'a', 'nan', 'nò', 'Ontario', '.']	[24]	Toronto	Q172	[41]	Ontario	Q1904	P36
['Reliance', 'se', 'yon', 'vil', 'nan', 'eta', 'Dakota', 'disid', ',', 'nan', 'Etazini', '.']	[6, 7]	Dakota disid	Q1211	[10]	Etazini	Q30	P17
['Jean', 'Dubic', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Oklawoma', '-', 'Vil', 'se', 'pi', 'gwo', 'vil', 'nan', 'Oklawoma', ',', 'Etazini', ',', 'epi', 'kapital', 'Oklawoma', '.']	[0]	Oklawoma	Q1649	[10]	Etazini	Q30	P131
['Li', 'viv', 'nan', 'Miyami', 'nan', 'Florid', 'ak', 'nan', 'Los', 'Angeles', '(', 'Kalifòni', ')', 'nan', 'Etazini', '.']	[3]	Miyami	Q8652	[14]	Etazini	Q30	P17
['Li', 'viv', 'nan', 'Miyami', 'nan', 'Florid', 'ak', 'nan', 'Los', 'Angeles', '(', 'Kalifòni', ')', 'nan', 'Etazini', '.']	[5]	Florid	Q812	[14]	Etazini	Q30	P17
['Li', 'viv', 'nan', 'Miyami', 'nan', 'Florid', 'ak', 'nan', 'Los', 'Angeles', '(', 'Kalifòni', ')', 'nan', 'Etazini', '.']	[8, 9]	Los Angeles	Q65	[14]	Etazini	Q30	P17
['Li', 'viv', 'nan', 'Miyami', 'nan', 'Florid', 'ak', 'nan', 'Los', 'Angeles', '(', 'Kalifòni', ')', 'nan', 'Etazini', '.']	[11]	Kalifòni	Q99	[14]	Etazini	Q30	P17
['Tina', 'Girouard', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Veneta', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Pwovens', 'yo', 'nan', 'peyi', 'Kiba', 'divize', 'pa', '169', 'minisipalite', 'oubyen', 'municipios', ',', 'mannyè', 'yo', 'rele', 'l', 'Kiba', '.']	[4]	Kiba	Q241	[4]	Kiba	Q241	P17
['Maurice', 'Louis', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Cordoue	Q81972	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Cordoue', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Nikita', 'Sergueievitch', 'Mikhalkov', ',', 'rele', 'Nikita', 'Mikhalkov', ',', 'ki', 'fèt', '21', 'oktòb', '1945', 'nan', 'Moskou', '(', 'Risi', ')', ',', 'se', 'yon', 'reyalizatè', 'ak', 'senaris', 'ris', '.']	[14]	Moskou	Q649	[16]	Risi	Q159	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Macaulay', 'Carson', 'Culkin', ',', 'rele', 'Macaulay', 'Culkin', ',', 'ki', 'fèt', '26', 'out', '1980', 'nan', 'Nouyòk', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktè', 'ameriken', '.']	[14]	Nouyòk	Q60	[16]	Etazini	Q30	P17
['Bastien', 'Ughetto', ',', 'ki', 'fèt', '14', 'fevriye', '1989', 'nan', 'Colmar', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'senaris', 'ak', 'reyalizatè', 'franse', '.']	[11]	Frans	Q142	[21]	franse	Q121842	P17
['Renée', 'Deneuve', ',', 'rele', 'Renée', 'Simonot', ',', 'konnen', 'tou', 'kòm', 'Renée', 'Dorléac', ',', 'ki', 'fèt', '10', 'septanm', '1911', 'nan', 'Le', 'Havre', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '11', 'jiyè', '2021', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktris', 'fransèz', '.']	[22]	Frans	Q142	[31]	Pari	Q90	P17
['Renée', 'Deneuve', ',', 'rele', 'Renée', 'Simonot', ',', 'konnen', 'tou', 'kòm', 'Renée', 'Dorléac', ',', 'ki', 'fèt', '10', 'septanm', '1911', 'nan', 'Le', 'Havre', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '11', 'jiyè', '2021', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktris', 'fransèz', '.']	[31]	Pari	Q90	[22]	Frans	Q142	P36
['  ', 'Benamocarra', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[7]	Málaga	Q95028	[16]	Espay	Q29	P17
['  ', 'Benamocarra', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[12]	Andalouzi	Q5783	[16]	Espay	Q29	P17
['Vincent', 'Macaigne', ',', 'ki', 'fèt', '19', 'oktòb', '1978', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'metè', 'nan', 'sèn', 'teyat', ',', 'ak', 'reyalizatè', 'franse', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Lionel', 'Tua', ',', 'ki', 'fèt', 'fevriye', '1962', 'nan', 'Rive', '-', 'de', '-', 'Gier', 'nan', 'depatman', 'Loire', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[17]	Frans	Q142	[23]	franse	Q121842	P17
['Baileyton', 'se', 'yon', 'vil', 'nan', 'eta', 'Tenèsi', ',', 'nan', 'peyi', 'Etazini', '.']	[6]	Tenèsi	Q1509	[10]	Etazini	Q30	P17
['Yves', 'Jacotin', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Yves', 'Deetjen', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Seresier', 'Louisjuste', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Francois', '-', 'Ricles', 'Gracia', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[6]	atis	Q483501	[9]	pent	Q1028181	P279
['Julie', 'Delpy', ',', 'ki', 'fèt', '21', 'desanm', '1969', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktris', ',', 'reyalizatris', ',', 'konpozitris', 'ak', 'chantèz', 'fransèz', '-', 'amerikèn', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['Evelyn', 'Dauphin', 'Lebrun', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[5]	atis	Q483501	[8]	pent	Q1028181	P279
['Salem', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Alexandre', 'Jouan', '-', 'Arcady', ',', 'rele', 'Alexandre', 'Aja', ',', 'ki', 'fèt', '7', 'out', '1978', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', ',', 'pwodiktè', 'sinema', ',', 'senaris', ',', 'dyalogis', 'ak', 'aktè', 'franse', '.']	[15]	Pari	Q90	[17]	Frans	Q142	P17
['Oregon', 'City', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[0]	Oregon	Q824	[10]	Etazini	Q30	P17
['Jonas', 'Balan', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
"['""', ""'"", 'Raúl', 'Alberto', 'Coronado', '""', ',', 'ki', 'fèt', '26', 'me', '1984', 'nan', 'Guadalajara', ',', 'Jalisco', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktè', 'meksiken', '.']"	[13]	Guadalajara	Q9022	[17]	Meksik	Q96	P17
['Sandino', 'se', 'yon', 'vil', 'nan', 'pwovens', 'Pinar', 'del', 'Río', ',', 'nan', 'peyi', 'Kiba', '.']	[6, 7, 8]	Pinar del Río	Q115497	[12]	Kiba	Q241	P17
['Pwovens', 'yo', 'nan', 'peyi', 'Kiba', 'divize', 'pa', '169', 'minisipalite', 'oubyen', 'municipios', ',', 'mannyè', 'yo', 'rele', 'l', 'Kiba', '.']	[4]	Kiba	Q241	[4]	Kiba	Q241	P17
['Monterrey', 'se', 'yon', 'vil', 'nan', 'pwovens', 'Avàn', ',', 'nan', 'peyi', 'Kiba', '.']	[6]	Avàn	Q274126	[10]	Kiba	Q241	P17
['Daniel', 'Robin', '-', 'Renucci', ',', 'rele', 'Robin', 'Renucci', ',', 'ki', 'fèt', '11', 'jiyè', '1956', 'nan', 'Creusot', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'ak', 'reyalizatè', 'franse', '.']	[17]	Frans	Q142	[25]	franse	Q121842	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Broadway', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Clackamas', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Keith', 'Blake', ',', 'rele', 'Prince', 'Alla', ',', 'ki', 'fèt', '10', 'me', '1950', 'nan', 'Kinstòn', '(', 'Jamayik', ')', ',', 'se', 'yon', 'chantè', ',', 'mizisyen', 'rege', ',', 'raga', 'jamayiken', '.']	[13]	Kinstòn	Q34692	[15]	Jamayik	Q766	P17
['Michaël', 'Cohen', ',', 'ki', 'fèt', '13', 'desanm', '1970', 'nan', 'Maisons', '-', 'Laffitte', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'senaris', 'ak', 'reyalizatè', 'franse', '.']	[13]	Frans	Q142	[23]	franse	Q121842	P17
['Maurice', 'Cazeneuve', ',', 'ki', 'fèt', '4', 'janvye', '1923', 'nan', 'Lectoure', 'epi', 'ki', 'mouri', '28', 'jen', '2016', 'nan', 'Neuilly', '-', 'sur', '-', 'Seine', '(', 'Frans', ')', ',', 'se', 'yon', 'metè', 'an', 'sèn', 'nan', 'teyat', ',', 'senaris', 'ak', 'reyalizatè', 'franse', '.']	[23]	Frans	Q142	[37]	franse	Q121842	P17
['Xavier', 'Gallais', ',', 'ki', 'fèt', '25', 'desanm', '1976', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'ak', 'metè', 'an', 'sèn', 'franse', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['Jonas', 'Pascal', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
