text,text_clean,text_ents
Dispela buk sapos tubi olsem laik [[Baibel]].,Dispela buk sapos tubi olsem laik Baibel,Dispela buk sapos tubi olsem laik Baibel
Venesuwela em i wanpela [[kantri]] long [[Saut Amerika]].,Venesuwela em i wanpela kantri long Saut Amerika,Venesuwela em i wanpela kantri long Saut Amerika
[[Kapitol]] long emi Caracas.,Kapitol long emi Caracas,Kapitol long emi Caracas
Venesuwela em i gat 31.416.000 manmeri (2016).,Venesuwela em i gat manmeri,Venesuwela em i gat manmeri
Papatowai i wanpela liklik viles i stap long saut bilong [[Saut Ailan]] bilong [[Niu Silan]].,Papatowai i wanpela liklik viles i stap long saut bilong Saut Ailan bilong Niu Silan,Papatowai i wanpela liklik viles i stap long saut bilong Saut_Ailan bilong Niu Silan
Em i klostu long solwara na bus na em i naispela tumas.,Em i klostu long solwara na bus na em i naispela tumas,Em i klostu long solwara na bus na em i naispela tumas
I gat 30 manmeri tasol long hap tasol.,I gat manmeri tasol long hap tasol,I gat manmeri tasol long hap tasol
Republik bilong India i wanpela kantri bilong Saut Esia.,Republik bilong India i wanpela kantri bilong Saut Esia,Republik bilong India i wanpela kantri bilong Saut Esia
"Long not-westen sait, em i gat arere wantaim [[Pakistan]], long not-isten sait wantaim [[Nepal]], [[Bhutan]] na Saina, na long isten sait wantaim [[Bangladesh]] na Burma.",Long notwesten sait em i gat arere wantaim Pakistan long notisten sait wantaim Nepal Bhutan na Saina na long isten sait wantaim Bangladesh na Burma,Long notwesten sait em i gat arere wantaim Pakistan long notisten sait wantaim Nepal Bhutan na Saina na long isten sait wantaim Bangladesh na Burma
Kapitol bilong India emi New Delhi.,Kapitol bilong India emi New Delhi,Kapitol bilong India emi New Delhi
Tok ofisel bilong India i Hindi.,Tok ofisel bilong India i Hindi,Tok ofisel bilong India i Hindi
"Ol Kristen ol i man o meri ol i lotuim [[Jisas]], o Krais(t), na ol i tingting Jisas em i Got i kam long Graun.",Ol Kristen ol i man o meri ol i lotuim Jisas o Kraist na ol i tingting Jisas em i Got i kam long Graun,Ol Kristen ol i man o meri ol i lotuim Jisas o Kraist na ol i tingting Jisas em i Got i kam long Graun
I gat samting olsem 2000 milion man o meri ol i kolim yet Kristen long Graun.,I gat samting olsem milion man o meri ol i kolim yet Kristen long Graun,I gat samting olsem milion man o meri ol i kolim yet Kristen long Graun
"Insait long Kristen, i gat kainkain lain, olsem: Long Kristen sosaiti mipela I bilip olsem jisas em I ridima na em salvation bilong mipela ol man,meri.",Insait long Kristen i gat kainkain lain olsem Long Kristen sosaiti mipela I bilip olsem jisas em I ridima na em salvation bilong mipela ol manmeri,Insait long Kristen i gat kainkain lain olsem Long Kristen sosaiti mipela I bilip olsem jisas em I ridima na em salvation bilong mipela ol manmeri
"Mipela I bilip more olsem god [[papa]] I laikim tumas mipela ol man meri long dispela graun na em I giving pikinini bilong em olsem sakrifais long sin bilong mipela,olsem tasol usait man o meri I bilip long dispela Bai ino lus,tasol gat laip (Jn 3:16)",Mipela I bilip more olsem god papa I laikim tumas mipela ol man meri long dispela graun na em I giving pikinini bilong em olsem sakrifais long sin bilong mipelaolsem tasol usait man o meri I bilip long dispela Bai ino lustasol gat laip Jn,Mipela I bilip more olsem god papa I laikim tumas mipela ol man meri long dispela graun na em I giving pikinini bilong em olsem sakrifais long sin bilong mipelaolsem tasol usait man o meri I bilip long dispela Bai ino lustasol gat laip Jn
.ro em i Intanet kod bilong kantri [[Romenia]].,ro em i Intanet kod bilong kantri Romenia,ro em i Intanet kod bilong kantri Romenia
.bu em i Intanet kod bilong kantri Bema.,bu em i Intanet kod bilong kantri Bema,bu em i Intanet kod bilong kantri Bema
Berlin em i kapitol na taun bikpela tumas bilong [[kantri]] [[Siamani]] long [[Yurop]].,Berlin em i kapitol na taun bikpela tumas bilong kantri Siamani long Yurop,Berlin em i kapitol na taun bikpela tumas bilong kantri Siamani long Yurop
Ensiklopedia i [[buk]] long painim kainkain save long planti samting.,Ensiklopedia i buk long painim kainkain save long planti samting,Ensiklopedia i buk long painim kainkain save long planti samting
[[Wikipedia]] em i ensiklopedia long [[intanet]].,Wikipedia em i ensiklopedia long intanet,Wikipedia em i ensiklopedia long intanet
Wes Niu Briten em i wanpela provins long [[Papua Niugini]].,Wes Niu Briten em i wanpela provins long Papua Niugini,Wes Niu Briten em i wanpela provins long Papua_Niugini
"Em i stap long [[Niu Briten]] ailan, long sait san i go daun.",Em i stap long Niu Briten ailan long sait san i go daun,Em i stap long Niu_Briten ailan long sait san i go daun
[[Kapitol]] na taun bikpela tumas bilong em i [[Kimbe]].,Kapitol na taun bikpela tumas bilong em i Kimbe,Kapitol na taun bikpela tumas bilong em i Kimbe
.ag em i Intanet kod bilong kantri Antiga na Babuda.,ag em i Intanet kod bilong kantri Antiga na Babuda,ag em i Intanet kod bilong kantri Antiga na Babuda
.tk em i Intanet kod bilong hap-kantri Tokelau.,tk em i Intanet kod bilong hapkantri Tokelau,tk em i Intanet kod bilong hapkantri Tokelau
"Arawa em i wanpela bikpela taun bilong ""Autonomous Rijen bilong [[Bogenvil]]"" long [[Papua Niugini]].",Arawa em i wanpela bikpela taun bilong Autonomous Rijen bilong Bogenvil long Papua Niugini,Arawa em i wanpela bikpela taun bilong Autonomous Rijen bilong Bogenvil long Papua Niugini
"Sampela save tok em i [[kapitol]] bilong Bogenvil, tasol em i no tru.",Sampela save tok em i kapitol bilong Bogenvil tasol em i no tru,Sampela save tok em i kapitol bilong Bogenvil tasol em i no tru
Olgeta edministresen stap long [[Buka]].,Olgeta edministresen stap long Buka,Olgeta edministresen stap long Buka
"[[Panguna]], Wakunai, na Koromira stap klostu long Arawa.",Panguna Wakunai na Koromira stap klostu long Arawa,Panguna Wakunai na Koromira stap klostu long Arawa
"Kok (Tok Inglis: ""penis"") stap bodipat.",Kok Tok Inglis penis stap bodipat,Kok Tok Inglis penis stap bodipat
Em stap bokis bilong man.,Em stap bokis bilong man,Em stap bokis bilong man
"Latvia, o Latvijas Republika, Latvija, Letonia (LV) em i wanpela [[kantri]] long [[Yurop]].",Latvia o Latvijas Republika Latvija Letonia LV em i wanpela kantri long Yurop,Latvia o Latvijas Republika Latvija Letonia LV em i wanpela kantri long Yurop
"Em i stap arere long kantri [[Lituwenia]], [[Estonia]], na [[Rasia]].",Em i stap arere long kantri Lituwenia Estonia na Rasia,Em i stap arere long kantri Lituwenia Estonia na Rasia
[[Kapitol]] na taun bikpela tumas bilong en ol i kolim [[Riga]].,Kapitol na taun bikpela tumas bilong en ol i kolim Riga,Kapitol na taun bikpela tumas bilong en ol i kolim Riga
Tokples bilong Latvia emi Tok Latvia.,Tokples bilong Latvia emi Tok Latvia,Tokples bilong Latvia emi Tok Latvia
Em i asples bilong:,Em i asples bilong,Em i asples bilong
.bj em i Intanet kod bilong kantri Benin.,bj em i Intanet kod bilong kantri Benin,bj em i Intanet kod bilong kantri Benin
"Kampung Titingan emi viles long Tawau long Sabah stet, long ailan [[Borneo]], [[Malesia]].",Kampung Titingan emi viles long Tawau long Sabah stet long ailan Borneo Malesia,Kampung Titingan emi viles long Tawau long Sabah stet long ailan Borneo Malesia
"Dispela viles nem bilong em Ice Box, (Bokis Ais) bikos bokis ais i bruk na bagarap em i putim long viles.",Dispela viles nem bilong em Ice Box Bokis Ais bikos bokis ais i bruk na bagarap em i putim long viles,Dispela viles nem bilong em Ice Box Bokis Ais bikos bokis ais i bruk na bagarap em i putim long viles
"Dispela viles em i gat biknem ol ino gutpela ples na ""illegal"" setelmen long Tawau.",Dispela viles em i gat biknem ol ino gutpela ples na illegal setelmen long Tawau,Dispela viles em i gat biknem ol ino gutpela ples na illegal setelmen long Tawau
ایران.,ایران,ایران
em i Intanet kod bilong kantri [[Iran]].,em i Intanet kod bilong kantri Iran,em i Intanet kod bilong kantri Iran
"Kadinol direksion o kadinol point bin ol fo big direksion o point bilong kampas: not, ist, saut na west.",Kadinol direksion o kadinol point bin ol fo big direksion o point bilong kampas not ist saut na west,Kadinol direksion o kadinol point bin ol fo big direksion o point bilong kampas not ist saut na west
"Dis direksion bin tu raitim long smol we as N, I, S and W long [[Tok Pisin]].",Dis direksion bin tu raitim long smol we as N I S and W long Tok Pisin,Dis direksion bin tu raitim long smol we as N I S and W long Tok_Pisin
North and south are directed towards the north and south poles of the Earth.,North and south are directed towards the north and south poles of the Earth,North and south are directed towards the north and south poles of the Earth
The Earth's rotation defines east and west.,The Earths rotation defines east and west,The Earths rotation defines east and west
"The sun rises in the morning on east, and sets in the evening on west.",The sun rises in the morning on east and sets in the evening on west,The sun rises in the morning on east and sets in the evening on west
If a needle is magnetised and allowed to move freely (for example floated on water) it will align itself with the Earth's magnetic field which is almost in the same direction with north.,If a needle is magnetised and allowed to move freely for example floated on water it will align itself with the Earths magnetic field which is almost in the same direction with north,If a needle is magnetised and allowed to move freely for example floated on water it will align itself with the Earths magnetic field which is almost in the same direction with north
The direction of the needle in this situation is called magnetic north which differs from geographical north by few degrees.,The direction of the needle in this situation is called magnetic north which differs from geographical north by few degrees,The direction of the needle in this situation is called magnetic north which differs from geographical north by few degrees
Cardinal directions in world cultures.,Cardinal directions in world cultures,Cardinal directions in world cultures
"Through history, different cultures have given different values to each direction.",Through history different cultures have given different values to each direction,Through history different cultures have given different values to each direction
"For example, long culture bilong [[Esia]], each daireksion is given a kola, as follows:",For example long culture bilong Esia each daireksion is given a kola as follows,For example long culture bilong Esia each daireksion is given a kola as follows
.nl em i Intanet kod bilong kantri Ol Nitelan.,nl em i Intanet kod bilong kantri Ol Nitelan,nl em i Intanet kod bilong kantri Ol Nitelan
Maldives em i wanpela [[kantri]] long [[Esia]].,Maldives em i wanpela kantri long Esia,Maldives em i wanpela kantri long Esia
[[Kapitol]] long emi Malé.,Kapitol long emi Malé,Kapitol long emi Malé
Maldives em i gat 393.253 manmeri (2015).,Maldives em i gat manmeri,Maldives em i gat manmeri
Skotlan emi wanpela [[kantri]] bilong [[Yurop]].,Skotlan emi wanpela kantri bilong Yurop,Skotlan emi wanpela kantri bilong Yurop
Niu Briten () em i wanpela [[ailan]] long [[Papua Niugini]].,Niu Briten em i wanpela ailan long Papua Niugini,Niu Briten em i wanpela ailan long Papua Niugini
Em i namba tu ailan long PNG: [[Niugini]] tasol i bikpela moa long en.,Em i namba tu ailan long PNG Niugini tasol i bikpela moa long en,Em i namba tu ailan long PNG Niugini tasol i bikpela moa long en
"Tupela provins i stap long dispela ailan, [[Is Niu Briten]] na [[Wes Niu Briten]].",Tupela provins i stap long dispela ailan Is Niu Briten na Wes Niu Briten,Tupela provins i stap long dispela ailan Is_Niu_Briten na Wes Niu Briten
"Niukasel (Tok Inglis: ""Newcastle"") stap biktaun bilong [[Niu Saut Wels]], [[Ostrelia]], saut [[Sidni]].",Niukasel Tok Inglis Newcastle stap biktaun bilong Niu Saut Wels Ostrelia saut Sidni,Niukasel Tok Inglis Newcastle stap biktaun bilong Niu_Saut_Wels Ostrelia saut Sidni
"Sianghai ([[Tok Saina]]: ""上海市"") i stap wanpela biktaun long Saina.",Sianghai Tok Saina 上海市 i stap wanpela biktaun long Saina,Sianghai Tok_Saina 上海市 i stap wanpela biktaun long Saina
"24,870,895 pipol i bin stap long Sianghai.",pipol i bin stap long Sianghai,pipol i bin stap long Sianghai
.台湾 em i Intanet kod bilong kantri [[Ripablik bilong Saina]].,台湾 em i Intanet kod bilong kantri Ripablik bilong Saina,台湾 em i Intanet kod bilong kantri Ripablik_bilong_Saina
Bulolo em i wanpela bikpela taun bilong [[Morobe]] Provins long Papua Niugini.,Bulolo em i wanpela bikpela taun bilong Morobe Provins long Papua Niugini,Bulolo em i wanpela bikpela taun bilong Morobe Provins long Papua Niugini
.ao em i Intanet kod bilong kantri Angola.,ao em i Intanet kod bilong kantri Angola,ao em i Intanet kod bilong kantri Angola
Naruhito mama i karim Februari 23 yia 1960 is emperor ol [[Siapan]] em i kamap bilong Me 1 bilong yia 2019.,Naruhito mama i karim Februari yia is emperor ol Siapan em i kamap bilong Me bilong yia,Naruhito mama i karim Februari yia is emperor ol Siapan em i kamap bilong Me bilong yia
"""Bigpela bang"" o ""bigpela bam"" o ""bigpela pairap"" (Inglis: big bang) em i taim bilong kriesen bilong unives ol saientis i painim, 15 bilian (15'000'000'000) krismas bifo nau.",Bigpela bang o bigpela bam o bigpela pairap Inglis big bang em i taim bilong kriesen bilong unives ol saientis i painim bilian krismas bifo nau,Bigpela bang o bigpela bam o bigpela pairap Inglis big bang em i taim bilong kriesen bilong unives ol saientis i painim bilian krismas bifo nau
Ol man na meri ino bilip long bigpela bang: planti bilip olsem [[Papa]] God i wokim san na [[wol]] na ol planis na enimol na manmeri.,Ol man na meri ino bilip long bigpela bang planti bilip olsem Papa God i wokim san na wol na ol planis na enimol na manmeri,Ol man na meri ino bilip long bigpela bang planti bilip olsem Papa God i wokim san na wol na ol planis na enimol na manmeri
Albenia () em i wanpela kantri bilong Sauten [[Yurop]].,Albenia em i wanpela kantri bilong Sauten Yurop,Albenia em i wanpela kantri bilong Sauten Yurop
.sa em i Intanet kod bilong kantri [[Saudi Arabia]].,sa em i Intanet kod bilong kantri Saudi Arabia,sa em i Intanet kod bilong kantri Saudi_Arabia
"Aristoteles ([[Tok Gris]]: ""Αριστοτέλης"") i man bilong [[pilosopi]] long [[Gris]].",Aristoteles Tok Gris Αριστοτέλης i man bilong pilosopi long Gris,Aristoteles Tok_Gris Αριστοτέλης i man bilong pilosopi long Gris
"Em i kam long taun bilong Aten, na [[Platon]] i skulim pinis em.",Em i kam long taun bilong Aten na Platon i skulim pinis em,Em i kam long taun bilong Aten na Platon i skulim pinis em
"Em i kamap pinis wantaim wanpela skul bilong pilosopi long Aten, Lykeion.",Em i kamap pinis wantaim wanpela skul bilong pilosopi long Aten Lykeion,Em i kamap pinis wantaim wanpela skul bilong pilosopi long Aten Lykeion
"Paramata stap wanpela pat bilong [[Sidni]], [[Niu Saut Wels]], [[Ostrelia]].",Paramata stap wanpela pat bilong Sidni Niu Saut Wels Ostrelia,Paramata stap wanpela pat bilong Sidni Niu Saut Wels Ostrelia
"COVID-19 pandemic, a.k.a.",COVID pandemic aka,COVID pandemic aka
"coronavirus pandemic, em i stap nupela pandemic bilong coronavirus disease 2019.",coronavirus pandemic em i stap nupela pandemic bilong coronavirus disease,coronavirus pandemic em i stap nupela pandemic bilong coronavirus disease
COVID-19 em i mekim bilong [[SARS-CoV-2]].,COVID em i mekim bilong SARSCoV,COVID em i mekim bilong SARSCoV
"Tude em i gat moa long 21,950,000 ol keis, na moa long 770,000 manmeri i dai pinis long COVID-19.",Tude em i gat moa long ol keis na moa long manmeri i dai pinis long COVID,Tude em i gat moa long ol keis na moa long manmeri i dai pinis long COVID
"Namba wan keis em i insait long Wuhan, Saina, na stap nau insait long 188 kantri na teritori.",Namba wan keis em i insait long Wuhan Saina na stap nau insait long kantri na teritori,Namba wan keis em i insait long Wuhan Saina na stap nau insait long kantri na teritori
"[[Ol Yunaitet Stet]] em i namba wan kantri wantaim moa tru keis insait long graun (moa long 5,400,000).",Ol Yunaitet Stet em i namba wan kantri wantaim moa tru keis insait long graun moa long,Ol_Yunaitet_Stet em i namba wan kantri wantaim moa tru keis insait long graun moa long
Papua Niugini em i wanpela kantri long rijen [[Melanesia]] long Pasifik.,Papua Niugini em i wanpela kantri long rijen Melanesia long Pasifik,Papua Niugini em i wanpela kantri long rijen Melanesia long Pasifik
"Giraun bilong kantri i stap long isten hap bilong Niugini Ailan na tu long ol narapela ailan olsem [[Niu Briten]], [[Niu Ailan]], [[Bogenvil]], [[Manus]], na planti moa.",Giraun bilong kantri i stap long isten hap bilong Niugini Ailan na tu long ol narapela ailan olsem Niu Briten Niu Ailan Bogenvil Manus na planti moa,Giraun bilong kantri i stap long isten hap bilong Niugini Ailan na tu long ol narapela ailan olsem Niu_Briten Niu Ailan Bogenvil Manus na planti moa
"Sampela manmeri ikam long Niugini Ailan long nambawan taim long faivpela ten tausen (50,000) yia i go pinis.",Sampela manmeri ikam long Niugini Ailan long nambawan taim long faivpela ten tausen yia i go pinis,Sampela manmeri ikam long Niugini Ailan long nambawan taim long faivpela ten tausen yia i go pinis
"Ol pipol bilong Hailans i wokim gaden long nain tausen (9,000) yia i go pinis - em i klostu nambawan taim long wol long wokim gaden.",Ol pipol bilong Hailans i wokim gaden long nain tausen yia i go pinis em i klostu nambawan taim long wol long wokim gaden,Ol pipol bilong Hailans i wokim gaden long nain tausen yia i go pinis em i klostu nambawan taim long wol long wokim gaden
"Olsem fopela tausen (4,000) yia i go pinis, ol lain oli kolim Ostronisien i kamap long Papua Niugini, na oli bringim ol pik, pasin bilong hukim pis, pasin bilong wokim pot, na ol nupela tokples i kam.",Olsem fopela tausen yia i go pinis ol lain oli kolim Ostronisien i kamap long Papua Niugini na oli bringim ol pik pasin bilong hukim pis pasin bilong wokim pot na ol nupela tokples i kam,Olsem fopela tausen yia i go pinis ol lain oli kolim Ostronisien i kamap long Papua Niugini na oli bringim ol pik pasin bilong hukim pis pasin bilong wokim pot na ol nupela tokples i kam
"Olsem tri handet (300) yia i go pinis, [[kaukau]] i kam long [[Saut Amerika]].",Olsem tri handet yia i go pinis kaukau i kam long Saut Amerika,Olsem tri handet yia i go pinis kaukau i kam long Saut Amerika
"Kaukau i winim taro long karim planti kaikai, na nau namba bilong ol manmeri i go antap long Hailans na sampela ol narapela hap.",Kaukau i winim taro long karim planti kaikai na nau namba bilong ol manmeri i go antap long Hailans na sampela ol narapela hap,Kaukau i winim taro long karim planti kaikai na nau namba bilong ol manmeri i go antap long Hailans na sampela ol narapela hap
"Dispela nem ""Papua Niugini"" i kamap long tok ""Papua"", hap tok bilong [[Malesia]] long kain gras bilong ol manmeri bilong Melanesia, na tok ""Niu Gini"", i kam long wanpela man bilong [[Spen]], Yñigo Ortiz de Retez, husait i tingim lukluk bilong ol manmeri bilong Niugini i wankain ol manmeri bilong hap Gini long Afrika.",Dispela nem Papua Niugini i kamap long tok Papua hap tok bilong Malesia long kain gras bilong ol manmeri bilong Melanesia na tok Niu Gini i kam long wanpela man bilong Spen Yñigo Ortiz de Retez husait i tingim lukluk bilong ol manmeri bilong Niugini i wankain ol manmeri bilong hap Gini long Afrika,Dispela nem Papua Niugini i kamap long tok Papua hap tok bilong Malesia long kain gras bilong ol manmeri bilong Melanesia na tok Niu Gini i kam long wanpela man bilong Spen Yñigo Ortiz de Retez husait i tingim lukluk bilong ol manmeri bilong Niugini i wankain ol manmeri bilong hap Gini long Afrika
"Long yia 1883, kantri Briten i kam long Sauten Rijen na tokaut olsem em i giraun bilong ol nau.",Long yia kantri Briten i kam long Sauten Rijen na tokaut olsem em i giraun bilong ol nau,Long yia kantri Briten i kam long Sauten Rijen na tokaut olsem em i giraun bilong ol nau
"Ol i kirapim gavman bilong dispela hap na givim nem ""British New Guinea"", o ""Niugini bilong Briten"".",Ol i kirapim gavman bilong dispela hap na givim nem British New Guinea o Niugini bilong Briten,Ol i kirapim gavman bilong dispela hap na givim nem British New Guinea o Niugini bilong Briten
Kapitol bilong dispela gavman em i Pot Mosbi.,Kapitol bilong dispela gavman em i Pot Mosbi,Kapitol bilong dispela gavman em i Pot Mosbi
"Long yia 1884, kantri Jemani i kam long Ailans Rijen na Momase Rijen na tokaut olsem em i giraun bilong ol nau.",Long yia kantri Jemani i kam long Ailans Rijen na Momase Rijen na tokaut olsem em i giraun bilong ol nau,Long yia kantri Jemani i kam long Ailans Rijen na Momase Rijen na tokaut olsem em i giraun bilong ol nau
"Ol i no kirapim gavman tru pastaim, tasol oli tokim Kampani bilong Niugini (Tok Siaman: ""Neuguinea-Kompanie"") long bosim dispela giraun.",Ol i no kirapim gavman tru pastaim tasol oli tokim Kampani bilong Niugini Tok Siaman NeuguineaKompanie long bosim dispela giraun,Ol i no kirapim gavman tru pastaim tasol oli tokim Kampani bilong Niugini Tok Siaman NeuguineaKompanie long bosim dispela giraun
"Nambawan taun bilong dispela kampani oli kolim ""Herbertshöhe"" long Tok Siaman.",Nambawan taun bilong dispela kampani oli kolim Herbertshöhe long Tok Siaman,Nambawan taun bilong dispela kampani oli kolim Herbertshöhe long Tok Siaman
Nau yumi save long dispela taun long nem [[Kokopo]].,Nau yumi save long dispela taun long nem Kokopo,Nau yumi save long dispela taun long nem Kokopo
"Long yia 1899, gavman bilong Jemani i tokim kampani olsem i mas pinis long bosim giraun, na gavman i kirapim ofis bilong gavman long bosim Niugini bilong Jemani.",Long yia gavman bilong Jemani i tokim kampani olsem i mas pinis long bosim giraun na gavman i kirapim ofis bilong gavman long bosim Niugini bilong Jemani,Long yia gavman bilong Jemani i tokim kampani olsem i mas pinis long bosim giraun na gavman i kirapim ofis bilong gavman long bosim Niugini bilong Jemani
"Taim wo i stat long 1915, ami bilong [[Ostrelia]] i rausim gavman bilong Jemani na bosim tupela giraun: ""Papua"" (Sauten Rijen) na ""New Guinea"" (Ailans Rijen na Momase Rijen).",Taim wo i stat long ami bilong Ostrelia i rausim gavman bilong Jemani na bosim tupela giraun Papua Sauten Rijen na New Guinea Ailans Rijen na Momase Rijen,Taim wo i stat long ami bilong Ostrelia i rausim gavman bilong Jemani na bosim tupela giraun Papua Sauten Rijen na New Guinea Ailans Rijen na Momase Rijen
"Wo i pinis long 1918, na bihain Ostrelia i kisim tokorait long Lig bilong ol Kantri (Tok Inglis: ""League of Nations"") long bosim tupela giraun.",Wo i pinis long na bihain Ostrelia i kisim tokorait long Lig bilong ol Kantri Tok Inglis League of Nations long bosim tupela giraun,Wo i pinis long na bihain Ostrelia i kisim tokorait long Lig bilong ol Kantri Tok Inglis League of Nations long bosim tupela giraun
"Wo i kamap gen long 1941, taim ami bilong [[Siapan]] i kam na holim planti hap long Niugini olsem [[Niu Ailan]], [[Manus]], [[Niu Briten]], [[Bogenvil]], Momase Rijen na tu [[Oro]] na [[Milen Be]].",Wo i kamap gen long taim ami bilong Siapan i kam na holim planti hap long Niugini olsem Niu Ailan Manus Niu Briten Bogenvil Momase Rijen na tu Oro na Milen Be,Wo i kamap gen long taim ami bilong Siapan i kam na holim planti hap long Niugini olsem Niu Ailan Manus Niu Briten Bogenvil Momase Rijen na tu Oro na Milen Be
Planti pait i kamap long kainkain hap long kantri long dispela taim.,Planti pait i kamap long kainkain hap long kantri long dispela taim,Planti pait i kamap long kainkain hap long kantri long dispela taim
Dispela wo i pinis long 1945.,Dispela wo i pinis long,Dispela wo i pinis long
"Bihain long wo, Papua na Niugini i pas wantaim olsem wanpela giraun, wantaim nem Papua na Niugini, na Ostrelia i lukautim.",Bihain long wo Papua na Niugini i pas wantaim olsem wanpela giraun wantaim nem Papua na Niugini na Ostrelia i lukautim,Bihain long wo Papua na Niugini i pas wantaim olsem wanpela giraun wantaim nem Papua na Niugini na Ostrelia i lukautim
"Haus bilong Asembli, olsem Palamen, i stat long 1964.",Haus bilong Asembli olsem Palamen i stat long,Haus bilong Asembli olsem Palamen i stat long
"Long 1972 nupela ileksen i kamap long Palamen tru, na ol memba i makim [[Michael Somare]] olsem nambawan Praim Minista bilong kantri.",Long nupela ileksen i kamap long Palamen tru na ol memba i makim Michael Somare olsem nambawan Praim Minista bilong kantri,Long nupela ileksen i kamap long Palamen tru na ol memba i makim Michael_Somare olsem nambawan Praim Minista bilong kantri
"Long dispela taim, nem bilong kantri i senis i go long Papua Niugini.",Long dispela taim nem bilong kantri i senis i go long Papua Niugini,Long dispela taim nem bilong kantri i senis i go long Papua Niugini
"Long yia 1975, long 16 Septemba, Papua Niugini i kisim independens long Ostrelia, na em i sanap olsem wanpela kantri em yet nau.",Long yia long Septemba Papua Niugini i kisim independens long Ostrelia na em i sanap olsem wanpela kantri em yet nau,Long yia long Septemba Papua Niugini i kisim independens long Ostrelia na em i sanap olsem wanpela kantri em yet nau
"Michael Somare bilong [[Pangu Pati]] i stap olsem Praim Minista inap long yia 1980, na long dispela taim Palamen i vot long rausim em na Julius Chan i kisim nambawan sia nau.",Michael Somare bilong Pangu Pati i stap olsem Praim Minista inap long yia na long dispela taim Palamen i vot long rausim em na Julius Chan i kisim nambawan sia nau,Michael Somare bilong Pangu_Pati i stap olsem Praim Minista inap long yia na long dispela taim Palamen i vot long rausim em na Julius Chan i kisim nambawan sia nau
"Long yia 1982, Michael Somare i winim vot na sanap olsem Praim Minista gen, tasol Palamen i rausim em long 1985 na givim dispela posisen i go long Paias Wingti.",Long yia Michael Somare i winim vot na sanap olsem Praim Minista gen tasol Palamen i rausim em long na givim dispela posisen i go long Paias Wingti,Long yia Michael Somare i winim vot na sanap olsem Praim Minista gen tasol Palamen i rausim em long na givim dispela posisen i go long Paias Wingti
"Wingti i stap yet olsem Praim Minista bihain long ol ileksen bilong yia 1987, tasol Palamen i rausim em long 1988 na makim Rabbie Namaliu.",Wingti i stap yet olsem Praim Minista bihain long ol ileksen bilong yia tasol Palamen i rausim em long na makim Rabbie Namaliu,Wingti i stap yet olsem Praim Minista bihain long ol ileksen bilong yia tasol Palamen i rausim em long na makim Rabbie Namaliu
Traipela pait long [[Bogenvil]] i stat long yia 1988 i go long yia 1997.,Traipela pait long Bogenvil i stat long yia i go long yia,Traipela pait long Bogenvil i stat long yia i go long yia
"Klostu tupela ten tausen (20,000) manmeri i dai pinis long dispela pait.",Klostu tupela ten tausen manmeri i dai pinis long dispela pait,Klostu tupela ten tausen manmeri i dai pinis long dispela pait
"Long yia 1992, Sir Julius Chan i kisim pawa gen, inap long 1997, taim em i risain bihain long traubel wantaim Sandlain long [[Bogenvil]].",Long yia Sir Julius Chan i kisim pawa gen inap long taim em i risain bihain long traubel wantaim Sandlain long Bogenvil,Long yia Sir Julius Chan i kisim pawa gen inap long taim em i risain bihain long traubel wantaim Sandlain long Bogenvil
Palamen i makim Bill Skate olsem Praim Minista long dispela taim.,Palamen i makim Bill Skate olsem Praim Minista long dispela taim,Palamen i makim Bill Skate olsem Praim Minista long dispela taim
"Long 1999, oli rausim em gen, na Sir Mekere Morauta em i sanap olsem nupela Praim Minista bilong kantri.",Long oli rausim em gen na Sir Mekere Morauta em i sanap olsem nupela Praim Minista bilong kantri,Long oli rausim em gen na Sir Mekere Morauta em i sanap olsem nupela Praim Minista bilong kantri
"Long ileksen bilong yia 2002, nupela pati bilong Sir Michael Somare, Nesenel Alains, i wokim nupela gavman, na long nambawan taim long kantri, dispela gavman istap long faivpela yia inap long ol ileksen long yia 2007.",Long ileksen bilong yia nupela pati bilong Sir Michael Somare Nesenel Alains i wokim nupela gavman na long nambawan taim long kantri dispela gavman istap long faivpela yia inap long ol ileksen long yia,Long ileksen bilong yia nupela pati bilong Sir Michael Somare Nesenel Alains i wokim nupela gavman na long nambawan taim long kantri dispela gavman istap long faivpela yia inap long ol ileksen long yia
"Long nesenel ileksen bilong yia 2007, Nesenel Alains i winim ol narapela pati na kirapim nupela gavman gen. [[Giraun]].",Long nesenel ileksen bilong yia Nesenel Alains i winim ol narapela pati na kirapim nupela gavman gen Giraun,Long nesenel ileksen bilong yia Nesenel Alains i winim ol narapela pati na kirapim nupela gavman gen Giraun
"Hekte bilong kantri em i 452,860 km².",Hekte bilong kantri em i km²,Hekte bilong kantri em i km²
Long planti hap long kantri igat ol maunten na bikbus istap.,Long planti hap long kantri igat ol maunten na bikbus istap,Long planti hap long kantri igat ol maunten na bikbus istap
"Maun Wilhelm i winim ol narapela maunten long kantri: antap bilong em em i 4,509 m. Arere long tupela traipela wara, wara Sepik na wara Flai, igat ol bigpela hap olsem ples tais.",Maun Wilhelm i winim ol narapela maunten long kantri antap bilong em em i m Arere long tupela traipela wara wara Sepik na wara Flai igat ol bigpela hap olsem ples tais,Maun Wilhelm i winim ol narapela maunten long kantri antap bilong em em i m Arere long tupela traipela wara wara Sepik na wara Flai igat ol bigpela hap olsem ples tais
