text,text_preprocessed,LEN,label
Et esa bloo flag with t' yoonyen flag in t' kantan an t' tal' o' t' [[Pitkern]] stap.,Et esa bloo flag with t yoonyen flag in t kantan an t tal o t Pitkern stap,18,57
Liktenstiin esa iwi kuntrii i' [[Urup]].,Liktenstiin esa iwi kuntrii i Urup,6,14
Eerak esa kuntrii en [[Asya]].,Eerak esa kuntrii en Asya,5,33
Keniia esa kuntrii i' [[Afreka]].,Keniia esa kuntrii i Afreka,5,70
Brisbin esa citii i' [[Ostrielya]].,Brisbin esa citii i Ostrielya,5,60
Es kapitel o' t' stait a' [[Kwiinsland]].,Es kapitel o t stait a Kwiinsland,7,21
"B'for dem [[Urup]]ean liiwd defe, t' siit o' Brisbin s' enhabit a' dem Aborijinal salan.",Bfor dem Urupean liiwd defe t siit o Brisbin s enhabit a dem Aborijinal salan,15,12
[[Matthyu Flindaas]] fas s' eksplor t'airea a' 1797.,Matthyu_Flindaas fas s eksplor tairea a,6,59
Cape Verde esa [[ailen]] kuntrii i' [[Afreka]].,Cape Verde esa ailen kuntrii i Afreka,7,75
"Judaism esa [[rilijin]], a' wan [[God]].",Judaism esa rilijin a wan God,6,68
"Mani a' em [[Jua]] follow Judaism, a' nort all em Jua salan follow Judaism, an nort all em follow Judaism a' Jua.",Mani a em Jua follow Judaism a nort all em Jua salan follow Judaism an nort all em follow Judaism a Jua,22,10
Dis rilijin staat in t' [[Medl Eist]] lorng tiem agoe.,Dis rilijin staat in t Medl_Eist lorng tiem agoe,9,57
Norfolk TV esa televisiien chann'l o' t' [[Norfuk Ailen]] (administratively paat a' [[Ostrielya]]) broadkastin advertisements for lokel businesses an tuurist informayshun.,Norfolk TV esa televisiien channl o t Norfuk_Ailen broadkastin advertisements for lokel businesses an tuurist informayshun,16,12
"Ets t' uni terrestrial televisiien chann'l natiw o' t' [[Norfuk Ailen]], t' Ailen es tuu served b' satlit televisiien f' t' Ostrielyan maenlan.",Ets t uni terrestrial televisiien channl natiw o t Norfuk_Ailen t Ailen es tuu served b satlit televisiien f t Ostrielyan maenlan,22,49
Islem esa [[rilijin]] a' wan [[God]]; Allah a' Islem.,Islem esa rilijin a wan God Allah a Islem,9,57
"[[Meka]], [[Mediina]] an Jerusalem a' dem emportan citiis i' Islem.",Meka Mediina an Jerusalem a dem emportan citiis i Islem,10,12
"Kaliningrad ([[Rushan]]: ""Калининград"") esa citii i' [[Rusha]], t' senta a' Kaliningrad Oblast.",Kaliningrad esa citii i Rusha t senta a Kaliningrad Oblast,10,20
"Bifo' et bin wos t' paat o' [[Doichland]], an t' las naiim wos Kyonigsberg (Doich: ""Königsberg;"" [[Rushan]]: ""Кёнигсберг"").",Bifo et bin wos t paat o Doichland an t las naiim wos Kyonigsberg,14,73
"Konskowola ([[Poelish]]: ""Końskowola"", IPA: [kɔɲskɔ'vɔla]) esa toen i' [[Poeland]].",Konskowola esa toen i Poeland,5,23
Costa Rica esa kuntrii i' [[Sentril Merika]].,Costa Rica esa kuntrii i Sentril_Merika,6,7
T' siisen a' kam aafta [[winta]] an afor [[sama]].,T siisen a kam aafta winta an afor sama,9,25
"En ar sauthen hemisfiya 's miek ap a' [[Septemba]], [[Oktoeba]] an [[Nowemba]].",En ar sauthen hemisfiya s miek ap a Septemba Oktoeba an Nowemba,12,26
"Araucaria heterophylla (synonym ""A. excelsa""; [[Inglish]]: ""Norfolk pine""), or t' Norfuk Ailen pain, esa pain trii native ti [[Norfuk Ailen]].",Araucaria heterophylla or t Norfuk Ailen pain esa pain trii native ti Norfuk_Ailen,13,69
"I' [[Inglish]], es ""The Lord in Heaven.""",I Inglish es The Lord in Heaven,7,10
Dem Lyrics i' [[Niuean]].,Dem Lyrics i Niuean,4,9
"T' Lord i' Hewan Huu loufs Naiyuu Huu ruuls kaindlii T' Orlmaitii Huu ruuls daaset owaa Naiyuu Owaa Naiyuu, Owaa Naiyuu Owaa Naiyuu, Owaa Naiyuu Huu ruuls daaset owaa Naiyuu Huu ruuls owaa [[Niue]]",T Lord i Hewan Huu loufs Naiyuu Huu ruuls kaindlii T Orlmaitii Huu ruuls daaset owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Huu ruuls daaset owaa Naiyuu Huu ruuls owaa Niue,34,59
"Ai Pesifik Oshen esa bidy o' salt wata betwiien [[Asya]], [[Ostrielya]], Antartica an [[North Merika]].",Ai Pesifik Oshen esa bidy o salt wata betwiien Asya Ostrielya Antartica an North Merika,15,49
Pukapukan es konsidired b' skolars an' talas tuu t' b' a distinkt laenghwij moor rilii riilated t' Sāmoan and Tokelauan t' Dem [[Cook]] [[Ailen]] Māori.,Pukapukan es konsidired b skolars an talas tuu t b a distinkt laenghwij moor rilii riilated t Sāmoan and Tokelauan t Dem Cook Ailen Māori,25,73
"T' dialekts o' t' Iist Polynesian warietiis o' Dem [[Cook]] [[Ailen]] (colectivlii refirred t' as Dem [[Cook]] [[Ailen]] Māori) es: Dem Cook Ailen Māori es rilii relatid t' Tahitian an Nyuu Ziilan Māori, an deir es a degrii o' mushual intelijibilitii wit' both o' dese laenghwijs.",T dialekts o t Iist Polynesian warietiis o Dem Cook Ailen es Dem Cook Ailen Māori es rilii relatid t Tahitian an Nyuu Ziilan Māori an deir es a degrii o mushual intelijibilitii wit both o dese laenghwijs,38,68
Dem [[Cook]] [[Ailen]] Māori es an isolatin laenghwij [[wit]]' a rilii smaal morfolojii.,Dem Cook Ailen Māori es an isolatin laenghwij wit a rilii smaal morfolojii,13,45
"Kaas es mark'd b' t' partikul tat inishiaits a nown frase, an lik most o' dem Iist Polynesian laenghwijs, dem Cook [[Ailen]] Māori haufs nominativ-accusativ kas markin.",Kaas es markd b t partikul tat inishiaits a nown frase an lik most o dem Iist Polynesian laenghwijs dem Cook Ailen Māori haufs nominativaccusativ kas markin,27,73
"Tiemsoen esa plais a' [[Erth]] se hes standid [[tiem]], niemd ""loekil tiem"".",Tiemsoen esa plais a Erth se hes standid tiem niemd loekil tiem,12,68
Cairo () es t' kapitel a' [[Ejiipt]].,Cairo es t kapitel a Ejiipt,6,58
Yerevan es t' kapitel a' [[Aarmanya]].,Yerevan es t kapitel a Aarmanya,6,58
T' Flag o' [[Niue]] wos edaptedi on 15 Oktoeba 1975.,T Flag o Niue wos edaptedi on Oktoeba,8,10
Esa goldin yeloe flag wi' t' flag o' t' [[Yunitid Kingdum]] i' t' kantan a' t' flag.,Esa goldin yeloe flag wi t flag o t Yunitid_Kingdum i t kantan a t flag,16,5
 esa kuntrii i' [[Urup]] an [[Asya]].,esa kuntrii i Urup an Asya,6,66
T' kapitel citii es [[Tbilisi]].,T kapitel citii es Tbilisi,5,67
Slowarkyan esa em laenghwii i' [[Slowarkya]].,Slowarkyan esa em laenghwii i Slowarkya,6,2
Mitholijii es a' les riil sort a' [[rilijin]].,Mitholijii es a les riil sort a rilijin,8,68
Edelaid esa citii i' [[Ostrielya]].,Edelaid esa citii i Ostrielya,5,60
Es t' kapitel citii a' t' stait a' [[Sowth Ostrielya]].,Es t kapitel citii a t stait a Sowth_Ostrielya,9,21
Marlta esa letl kuntrii i' [[Urup]].,Marlta esa letl kuntrii i Urup,6,36
Et es dem [[ailen]] in a' Medittaraniyan See neya [[Italii]].,Et es dem ailen in a Medittaraniyan See neya Italii,10,57
"Dominikan Repablik es t' kuntrii a' iist haaf t' ailen [[Hispanyola]], en [[Sentril Merika]].",Dominikan Repablik es t kuntrii a iist haaf t ailen Hispanyola en Sentril Merika,14,52
Podolsk esa citii i' Moscow Oblast i' [[Rusha]].,Podolsk esa citii i Moscow Oblast i Rusha,8,56
Morocco esa kuntrii i' [[Afreka]].,Morocco esa kuntrii i Afreka,5,75
Johannesburg es t' largest citii i' [[Sowth Afreka]].,Johannesburg es t largest citii i Sowth_Afreka,7,32
Dem esa kuntrii i' [[Pesifik Oshen]].,Dem esa kuntrii i Pesifik_Oshen,5,63
Dem esa [[ailen]] kuntrii i' [[Asya]].,Dem esa ailen kuntrii i Asya,6,8
T' kapitel citii es [[Manila]].,T kapitel citii es Manila,5,67
"Yurkshier ([[Inglish]]: ""Yorkshire"") ulla jas Yurks ([[Inglish]]: Yorks) esa t' biges kauntii o' [[Yunitid Kingdum]] bin sityuuaitiid i' Northan Inglund.",Yurkshier ulla jas Yurks esa t biges kauntii o Yunitid_Kingdum bin sityuuaitiid i Northan Inglund,15,52
"Admiral Arthur Phillip RN (11 Oktoeba 173831 Orgas 1814) wos t' fas Gavna a' Nyuu Sowth Wiels, an founder o' t' settlement which became [[Sidni]].",Admiral Arthur Phillip RN wos t fas Gavna a Nyuu Sowth Wiels an founder o t settlement which became Sidni,20,12
"[[Bra]] [[esa]] andargamn f' holdin dem briists o' women in plaes, an' kiip dem kover'd.",Bra esa andargamn f holdin dem briists o women in plaes an kiip dem koverd,15,9
"[[Bras]] ar design'd f' wiid warietiis o' purposes, such a' enhans t' size o' dem briists, t' criiate kliiwaj, among otha konsaaiderashuns.",Bras ar designd f wiid warietiis o purposes such a enhans t size o dem briists t criiate kliiwaj among otha konsaaiderashuns,22,68
"Sum piopel haa a' medikal niid f' [[bras]], but t' majoritii wear dem f' feshn o' kulchural riisons onlii.",Sum piopel haa a medikal niid f bras but t majoritii wear dem f feshn o kulchural riisons onlii,19,12
Deir esn't ewidens daa [[bras]] prewen t' saggin o' dem briists w' aging; aksyulii t' ewidens i' kontrarii.,Deir esnt ewidens daa bras prewen t saggin o dem briists w aging aksyulii t ewidens i kontrarii,18,9
"One studieh sujests daa [[bras]] wiiken t' tissue o' dem briists, w' eksepshun o' durin eksersiis o' sports.",One studieh sujests daa bras wiiken t tissue o dem briists w eksepshun o durin eksersiis o sports,18,9
"I' spaait o' dis, manii women haa protest'd t' standart o' sosietii daa women must wear [[bras]] a' aw tiems i' plaeses o' pablik.",I spaait o dis manii women haa protestd t standart o sosietii daa women must wear bras a aw tiems i plaeses o pablik,24,68
"[[A]]' earlii a' 1873, t' author [[Elizabeth Stuart Phelps]] advokaait'd daa women burn deir bras.",A earlii a t author Elizabeth Stuart Phelps advokaaitd daa women burn deir bras,14,10
One riison why women wear [[bras]] es f' seks appeal.,One riison why women wear bras es f seks appeal,10,10
Bras [[ken]] [[elsa]] bii yuus'd t' miek a' soshul statement.,Bras ken elsa bii yuusd t miek a soshul statement,10,12
"A' dem 1920s i' dem [[Yunitid Staits o' Merika]], t' feshn a' tiem waa miek dem briists look flat.",A dem s i dem Yunitid_Staits_o_Merika t feshn a tiem waa miek dem briists look flat,16,12
[[A]]' 2003 dem hired t' jeweler Mouawad t' kriiat one yuusin ower 2500 karats o' diemonds an' safires.,A dem hired t jeweler Mouawad t kriiat one yuusin ower karats o diemonds an safires,16,9
[[A]]' US$10 million w' most ekspensif bra a' werl a' tiem.,A US million w most ekspensif bra a werl a tiem,11,10
"Howeva, a' 10 Juulai 1999, Brandi Chastain gave dem [[Yunitid Staits o' Merika]] t' win ower China a' game o' fuutbaw a' t' 1999 FIFA Women's World Cup Final.",Howeva a Juulai Brandi Chastain gave dem Yunitid_Staits_o_Merika t win ower China a game o fuutbaw a t FIFA Womens World Cup Final,23,12
"Aksyulli, manii women fiil so much diskomfort daa dey remof deir bra a' soon a' dey [[ken]].",Aksyulli manii women fiil so much diskomfort daa dey remof deir bra a soon a dey ken,17,10
Biin siin i' plaeses a' pablik [[wit]] nor bra es biikomin [[mor]] sosyuuli aksepted a' t' West.,Biin siin i plaeses a pablik wit nor bra es biikomin mor sosyuuli aksepted a t West,17,12
Dis i' liidin t' [[mor]] women givin up dem bras.,Dis i liidin t mor women givin up dem bras,10,10
"A' 2011, women i' [[Fiijii]] niid pay a' wiik's waijs t' buy bra.",A women i Fiijii niid pay a wiiks waijs t buy bra,12,10
"Đồng Hới (Wiyetnaamese: ""Thành phố Đồng Hới"") esa toen i' Vietnam, en t' prowins o' Quảng Bình, i' Bac Trung Bo, [[Wiyetnaam]].",Đồng Hới esa toen i Vietnam en t prowins o Quảng Bình i Bac Trung Bo Wiyetnaam,17,16
" <ns>0</ns>  <revision></revision>  <timestamp>2017-04-07T15:52:40Z</timestamp>  <contributor></contributor>  <ip>161.77.41.88</ip>    <comment>Created page with "" Pittsfield esa [[citii]] i' Yunitid Staits.",nsns revisionrevision timestampTZtimestamp contributorcontributor ipip commentCreated page with Pittsfield esa citii i Yunitid Staits,14,11
"Es popyulayshun s' es 44,737 i' 2010...""</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Pittsfield esa [[citii]] i' Yunitid Staits.",Es popyulayshun s es i comment modelwikitextmodel formattextxwikiformat Pittsfield esa citii i Yunitid Staits,14,11
Honduras esa kuntrii i' [[Sentril Merika]].,Honduras esa kuntrii i Sentril_Merika,5,7
"Jeruusalem es t' biges citii o [[Esrail]], w' an approximate popyuulashun a' 890,428 salan.",Jeruusalem es t biges citii o Esrail w an approximate popyuulashun a salan,13,32
"As a Plato's deskripshun, Etlantida wos sityuaitiid bitwiin mautiin chain Etlas i' [[Afreka]] an [[Jibrulta]].",As a Platos deskripshun Etlantida wos sityuaitiid bitwiin mautiin chain Etlas i Afreka an Jibrulta,15,12
 (Tchad) esa kuntrii i' sentril [[Afreka]].,esa kuntrii i sentril Afreka,5,7
Muskaat ( ) es t' kapitel citii o' [[Omaan]].,Muskaat es t kapitel citii o Omaan,7,37
"Jiiografii es t' [[saiens]] t' studehs dem land, dem fiichaa, dem salan, an t' fenomena a' t' [[Erth]] an otha plaanets.",Jiiografii es t saiens t studehs dem land dem fiichaa dem salan an t fenomena a t Erth an otha plaanets,21,68
Grenobel esa citii i' [[Frans]].,Grenobel esa citii i Frans,5,13
"T' Heck hoss ([[Inglish]]: ""Heck horse"") es a [[hoss]] breed.",T Heck hoss es a hoss breed,7,55
"Castiil a' Liion, formelii t' Komunitii o' Castiil a' Liion esa t' biges ortonamus komunitii i' [[Spain]].",Castiil a Liion formelii t Komunitii o Castiil a Liion esa t biges ortonamus komunitii i Spain,17,52
" esa kuntrii i' t' south [[Pesifik Oshen]], neya [[Wanwaatuu]]",esa kuntrii i t south Pesifik_Oshen neya Wanwaatuu,8,62
"Harold Rowe Holbrook ([[Febyuweri]] 17, 1925 – Januari 23, 2021) es wun Merikan akter.",Harold Rowe Holbrook es wun Merikan akter,7,74
Ai Bora Bora esa [[ailen]] i t'[[Pesifik Oshen]].,Ai Bora Bora esa ailen i tPesifik Oshen,8,27
Kosawo esa province o' [[Serbya]].,Kosawo esa province o Serbya,5,73
"Ets kapitel citii es [[Prishtina]] (i' [[Elbanyan]]: ""Prishtinë"", i' [[Serbyan]]: ""Приштина"" or ""Priština"").",Ets kapitel citii es Prishtina,5,67
Dem Elbanyan think t' provins es a diffrent kuntrii to [[Serbya]].,Dem Elbanyan think t provins es a diffrent kuntrii to Serbya,11,48
[[Ches]] an [[Minecraft]] ar geiims.,Ches an Minecraft ar geiims,5,57
Ingland esa t' biges kuntrii i' t' [[Yunitid Kingdum]].,Ingland esa t biges kuntrii i t Yunitid_Kingdum,8,42
T' kapitel citii es [[London]].,T kapitel citii es London,5,67
Kuntrii es neya [[Skotlund]] a' [[Waals]].,Kuntrii es neya Skotlund a Waals,6,57
"William Bradley ""Brad"" Pitt ([[Disemba]] 18, 1963) es wun Merikan akter an film producer.",William Bradley Brad Pitt es wun Merikan akter an film producer,11,74
Dem Galapagas Ailen es part o' [[Ekwador]].,Dem Galapagas Ailen es part o Ekwador,7,59
Naant ulla Naat esa citii i' [[Frans]].,Naant ulla Naat esa citii i Frans,7,13
"Josiif Davidovich Kobsoen (; [[Septemba]] 11, 1937, Chasov Yar — [[Orgas]] 30, 2018, [[Moskou]]) wos t' [[Rushan]] siinga an politishun o' [[Jua]] nayshun.",Josiif Davidovich Kobsoen wos t Rushan siinga an politishun o Jua nayshun,12,73
Tailan esa kuntrii i' [[Asya]].,Tailan esa kuntrii i Asya,5,33
Et es neer [[Shiina]] an [[Endya]].,Et es neer Shiina an Endya,6,57
Somoto esa toen i' [[Nicaragua]].,Somoto esa toen i Nicaragua,5,16
"Biiolojii esa [[saiens]], daa studehs laaef, dem plaant an dem anamal.",Biiolojii esa saiens daa studehs laaef dem plaant an dem anamal,11,73
"Vilnius () es t' kapitel a' [[Lithyuanya]], an its biges citii, wi' a popyulashun a' 535,091 (809,225 t'gether wi' Vilnius County) as a' 2011.",Vilnius es t kapitel a Lithyuanya an its biges citii wi a popyulashun a as a,16,71
"It es t' sekan biges citii a' t' Baawltik staits, aafta [[Riigaa]].",It es t sekan biges citii a t Baawltik staits aafta Riigaa,12,29
Saint Piiterburg esa sekan biges citii i' [[Rusha]].,Saint Piiterburg esa sekan biges citii i Rusha,8,29
Boliwya (ofisialii ([[Spanish]]): Estado Plurinacional De Bolivia) esa kuntrii i' [[Sowth Merika]].,Boliwya Estado Plurinacional De Bolivia esa kuntrii i Sowth_Merika,9,15
"T' Spanish laenghwij (""El idioma español"") esa Romans laenghwij spoekn i' [[Spain]], a' Urupiin kuntrii, an' deir formur empayee i' t' western hemusfiir ([[Leten Merika]]).",T Spanish laenghwij esa Romans laenghwij spoekn i Spain a Urupiin kuntrii an deir formur empayee i t western hemusfiir,20,47
Kreschenitii esa [[rilijin]] mad f' t' tiichin a' [[Jesus]].,Kreschenitii esa rilijin mad f t tiichin a Jesus,9,12
A' wan [[God]] a' Kreschenitii.,A wan God a Kreschenitii,5,57
Dem salan daa folluu kreschenitii a' em [[kreschen]].,Dem salan daa folluu kreschenitii a em kreschen,8,9
Dis rilijin staat esa i' t' [[Medl Eist]]/Lewant 'bout tu tausen iya agoe.,Dis rilijin staat esa i t Medl_EistLewant bout tu tausen iya agoe,12,73
"Hachikuu (Japaniis: ハチ公) esa akitainuu [[dorg]] bin remembren f' his loyalitii tuu his ownaa, Hidesaburo Ueno (Japaniis: 上野 英三郎), f' huum hi kontinyuud t' weit f' ower 9 iyas aafta Ueno's deth.",Hachikuu esa akitainuu dorg bin remembren f his loyalitii tuu his ownaa Hidesaburo Ueno f huum hi kontinyuud t weit f ower iyas aafta Uenos deth,26,12
"Mikheil Saakashvili (Juun 1967) es t' 3th President o' t' [[Jorja]] (2004-2007, 2008-2013).",Mikheil Saakashvili es t th President o t Jorja,9,9
Iist Tiimor () esa kuntrii i' Sauth Iist [[Asya]].,Iist Tiimor esa kuntrii i Sauth Iist Asya,8,24
"French Poliinesya ([[French]]: ""Polynésie française""; [[Tahityan]]: ""Pōrīnetia Farāni"") esa owasiis kolektiwitii o' t' French Ripablik an t' wan owasiis kuntrii o' France.",French Poliinesya esa owasiis kolektiwitii o t French Ripablik an t wan owasiis kuntrii o France,16,48
"Ets kompoz'd a' 118 jiiografikalii dispers'd ailen an atol stretchin owa an ekspans a' mor den 2 000 kilometres (1,200 mi) i' t' Sowth [[Pesifik Oshen]].",Ets kompozd a jiiografikalii dispersd ailen an atol stretchin owa an ekspans a mor den kilometres i t Sowth Pesifik_Oshen,20,41
T' kapitel citii o' French Poliineya es [[Papeete]].,T kapitel citii o French Poliineya es Papeete,8,54
Dem [[Ailen]] o' [[French Poliinesya]].,Dem Ailen o French Poliinesya,5,10
"French Poliinesya konsiist o' manii [[ailen]] an attol, but deir esa saam big o' dem:",French Poliinesya konsiist o manii ailen an attol but deir esa saam big o dem,15,68
Dzhek esa village i' [[Eserbeyjan]].,Dzhek esa village i Eserbeyjan,5,26
T' Nyuukasel Aeyaport (Williamtaun Aeyaport) esa entanashunal aeyaport en t' citii o' [[Nyuukasel]] i' t' [[Ostrielya]]n steit o' [[Nyuu Sauth Wiels]].,T Nyuukasel Aeyaport esa entanashunal aeyaport en t citii o Nyuukasel i t Ostrielyan steit o Nyuu Sauth Wiels,19,49
"Svetlana Sergiyivna Loboda (Yukrayniian: Світла́на Сергі́ївна Лобода́; [[Rushan]]: Светлана Сергеевна Лобода) (Oktoeba 18, 1982, [[Kiev]], [[YoSSR]]) esa wun Yukrayiniian an [[Rushan]] singaa.",Svetlana Sergiyivna Loboda esa wun Yukrayiniian an Rushan singaa,9,12
T' kapitel citii es [[Brussels]].,T kapitel citii es Brussels,5,67
Elbanya esa kuntrii i' [[Urup]].,Elbanya esa kuntrii i Urup,5,36
"Et bordas [[Serbya]], Griese an [[Montiniegrow]].",Et bordas Serbya Griese an Montiniegrow,6,10
T' kapitel citii es [[Tirana]].,T kapitel citii es Tirana,5,67
[[Kosawo]] es a kuntrii wit disputid ledgitidmisi Serbya clayms it as t' provins o' Kosawo and Metohije (Косово и Метохије).,Kosawo es a kuntrii wit disputid ledgitidmisi Serbya clayms it as t provins o Kosawo and Metohije,17,48
"Hoss ulla Hors ([[Leten]]: ""Equus ferus caballus"") esa wun a' em domestik anamals.",Hoss ulla Hors esa wun a em domestik anamals,9,9
"Ets uni alaaef subspiisis o' Waeel Hoss ([[Leten]]: ""Equus ferus""), ikseept Przhevalskii Hoss ([[Leten]]: ""Equus ferus przewalskii"").",Ets uni alaaef subspiisis o Waeel Hoss ikseept Przhevalskii Hoss,10,59
" es d' sikth manth a' d' iya, en d' fas manth a' [[sama]].",es d sikth manth a d iya en d fas manth a sama,13,61
"Koukeisiis ulla Koukeisiya esa an airea sityuuaitiid b'twiin t' Blek Sii an Kaspiyan Sii an' okkyuupai'd [[Rusha]], [[Jorja]], [[Eserbeyjan]] an [[Aarmanya]].",Koukeisiis ulla Koukeisiya esa an airea sityuuaitiid btwiin t Blek Sii an Kaspiyan Sii an okkyuupaid Rusha Jorja Eserbeyjan an Aarmanya,21,68
Histreikli Koukeisiis es a' nachural border bitwiin Eist Urup an [[West Asya]].,Histreikli Koukeisiis es a nachural border bitwiin Eist Urup an West_Asya,11,12
"Boards of Canada ([[Norfuk]]: ""Bods o' Kaneda)"" esa band i' [[Skotlund]].",Boards of Canada esa band i Skotlund,7,73
Straasbur esa citii i' [[Frans]].,Straasbur esa citii i Frans,5,13
"Doichland, Jermanii ulla Jirmanii ([[Inglish]]: Germany, Doich: Deutschland) esa kuntrii i' [[Urup]].",Doichland Jermanii ulla Jirmanii esa kuntrii i Urup,8,14
T' kapitel citii es [[Berlin]].,T kapitel citii es Berlin,5,67
 <ns>0</ns>  <revision></revision>  <timestamp>2018-05-25T23:20:19Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>Jay Jay Marcus Keize13 moved page Dong Hoi Airport to [[Dong Hoi Aeyaport]]: Norfuk: Aeyaport; English:Airport.</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername commentJay Jay Marcus Keize moved page Dong Hoi Airport to Dong Hoi Aeyaport Norfuk Aeyaport EnglishAirportcomment modelwikitextmodel formattextxwikiformat,25,31
"Jason Bateman ([[Jaenyuweri]] 14, 1969) es wun Merikan akter.",Jason Bateman es wun Merikan akter,6,74
 es a' kuntrii en west [[Afreka]].,es a kuntrii en west Afreka,6,70
T' kapitel es [[Dakaa]].,T kapitel es Dakaa,4,40
Entanashunal Fonetikl Elphabet (EFE; [[Inglish]]: IPA; [[French]]: API) esa elphabetik system o' fonetikl notayshun beis'd a' t' [[Leten]] elphabet.,Entanashunal Fonetikl Elphabet esa elphabetik system o fonetikl notayshun beisd a t Leten elphabet,14,73
"Shiinese (Chinese) es a laenghwij spokan i' [[Shiina]], Tawaiin, [[Singapur]], [[Hong Kong]], Macau an [[Kresmes Ailen]].",Shiinese es a laenghwij spokan i Shiina Tawaiin Singapur Hong Kong Macau an Kresmes Ailen,15,45
Luciano Huck (born 3 septemba 1971) es a [[Bresel]]yan television presenter.,Luciano Huck es a Breselyan television presenter,7,9
Pijin es inglish-based creole [[laenghwij]] mein spoken i' [[Solamon Ailen]].,Pijin es inglishbased creole laenghwij mein spoken i Solamon Ailen,10,2
"Belarushan（ ""biełaruskaja mova""） esa em laenghwij i' [[Belerus]].Et es spoken mas i'Belerus.",Belarushan（ biełaruskaja mova） esa em laenghwij i BelerusEt es spoken mas iBelerus,12,45
"Woodway esa [[citii]] i' Snohomish County, Washington, Yunitid Staits.",Woodway esa citii i Snohomish County Washington Yunitid Staits,9,12
Woodway es 6th o' 522 i' [[mani]] i' Washington.,Woodway es th o i mani i Washington,8,73
T' biges ailen i' t' world es [[Griinland]].,T biges ailen i t world es Griinland,8,68
"Kanbra esa kapitel citii o' [[Ostrielya]], an kapitel a' t' [[Ostrielyan Kapitel Teritrii]] too.",Kanbra esa kapitel citii o Ostrielya an kapitel a t Ostrielyan Kapitel Teritrii too,14,37
"Wenezuela (ofisholi t' Bolivarian Repablik o' Wenezuela, [[Spanish]]: ""República Bolivariana de Venezuela"") esa kuntrii i' [[Sowth Merika]].",Wenezuela esa kuntrii i Sowth_Merika,5,15
T' kapitel an laarjist citii es [[Caracas]].,T kapitel an laarjist citii es Caracas,7,21
T' teritrii o' Wenezuela was colonised bii [[Spain]] i' 1522.,T teritrii o Wenezuela was colonised bii Spain i,9,59
"I' t' 19t centurii, [[Wenezuela]] endured poliitical turmoil an militarii dictatorships.",I t t centurii Wenezuela endured poliitical turmoil an militarii dictatorships,11,12
"T' Yunitid Staits, [[Kolombiya]], an mani othas rekognaaiz'd his claim.",T Yunitid Staits Kolombiya an mani othas rekognaaizd his claim,10,10
T' mien job o' mos kleeners es ta kleen dem [[flores]].,T mien job o mos kleeners es ta kleen dem flores,11,9
Flowa ulla Bluum es a' reprodyuuktiv strukchar o' flowarin' [[plaant]].,Flowa ulla Bluum es a reprodyuuktiv strukchar o flowarin plaant,10,10
"Nazi Jirmanii w' tiem i' histrei o' Jirmanii (ulla [[Doichland]]) wen t' kuntrii w' ruled b' t' Nashyuunal Sosyuulist Workers' Partii (NSDAP), eften kawed t' Nazi Partii.",Nazi Jirmanii w tiem i histrei o Jirmanii wen t kuntrii w ruled b t Nashyuunal Sosyuulist Workers Partii eften kawed t Nazi Partii,24,48
"Anda t' government o' [[Adoelf Hitlar]], Jirmanii waa transformed t' a' totalitarian stait daa kontroled ewery aspekt o' life.",Anda t government o Adoelf_Hitlar Jirmanii waa transformed t a totalitarian stait daa kontroled ewery aspekt o life,18,12
Tasmainya esa [[ailen]] stait i' t' sowth o' [[Ostrielya]]n [[kontenent]].,Tasmainya esa ailen stait i t sowth o Ostrielyan kontenent,10,22
[[Hobart]] esa kapitel a' biges citii.,Hobart esa kapitel a biges citii,6,71
"Masedoenya (Masedoenyan: ""Македонија"") ulla North Masedoenya, ofisholi t' Repablik o' North Masedoenya (Masedoenyan: ""Република Северна Македонија"") esa kuntrii i' [[Urup]].",Masedoenya ulla North Masedoenya ofisholi t Repablik o North Masedoenya esa kuntrii i Urup,14,14
T' kapitel citii es [[Skopie]].,T kapitel citii es Skopie,5,67
"Monzón ([[Spanish]]: ""Monzón"") esa toen i' Spain, en t' prowins o' Huesca, i' [[Aragon]].",Monzón esa toen i Spain en t prowins o Huesca i Aragon,12,16
"Cusco (""Qusqu"") esa citii i' [[Peruu]], a' es 70.015 km area.",Cusco esa citii i Peruu a es km area,9,1
Kyuuba es t' biges [[ailen]] kuntrii en t' karibiyen.,Kyuuba es t biges ailen kuntrii en t karibiyen,9,53
[[A]]' Kontenent esa larj piis o' lan.,A Kontenent esa larj piis o lan,7,68
T' Flag o' Eserbeyjan esa a' t' ofishol [[flag]] an symbol o' t' kuntrii o' [[Eserbeyjan]].,T Flag o Eserbeyjan esa a t ofishol flag an symbol o t kuntrii o Eserbeyjan,16,28
[[Riigaa]] es t' kapitel.,Riigaa es t kapitel,4,17
"Latwya, [[Estonya]] a' [[Lithyuanya]] maik a' em Baawltik Staat.",Latwya Estonya a Lithyuanya maik a em Baawltik Staat,9,18
